Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Passes_TerçoFinal_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Passes_TerçoFinal_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Passes_TerçoFinal_Certos_Percentil
41,0.658887,0.584198,0.444774,0.1356,0.27369,0.192401,0.141946,0.0,0.071207,0.189854,0.420272,Marllon,Cuiabá,Cuiabá,"RCB, CB",RCB,4,32,500000,2024-12-31,23,2338,Brazil,Brazil,right,186,75,no,BRA1,Testing,2024,Zagueiro Construtor,0.42,42,68,38,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,22.0,17,36,55,48,53,56,63.0,59.0,51,67,75,47,19,29,22,17,7,13,25
42,0.59605,0.404224,0.399282,0.075628,0.370299,0.285201,0.170837,0.348735,0.19195,0.30287,0.410067,F. Torres,Corinthians,Corinthians,"RCB, LCB",RCB,4,27,5000000,2027-12-31,17,1603,Ecuador,Ecuador,right,187,78,no,BRA1,Testing,2024,Zagueiro Construtor,0.41,43,68,36,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,30.0,32,45,61,36,41,50,30.0,38.0,38,55,52,33,10,47,39,26,55,44,44
43,0.759425,0.11515,0.467875,0.31338,0.219035,0.257164,0.315632,0.53844,0.151703,0.411381,0.404826,Alix Vinicius,Atlético GO,Atlético GO,"LCB, CB",LCB,4,24,1000000,2026-12-31,15,1279,Brazil,Brazil,right,195,76,no,BRA1,Testing,2024,Zagueiro Construtor,0.405,44,68,35,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,11.5,65,33,23,53,48,29,11.0,44.5,22,83,4,51,66,22,29,57,83,34,67
44,0.890485,0.679902,0.443676,0.106831,0.010994,0.072076,0.270136,0.430791,0.058824,0.18818,0.397711,Luan Cândido,Red Bull Bragantino,Red Bull Bragantino,"LCB, LB",LCB,4,23,7000000,2026-12-31,20,1927,Brazil,Brazil,left,184,76,no,BRA1,Testing,2024,Zagueiro Construtor,0.398,45,68,33,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,3.0,8,38,57,67,65,35,22.0,60.0,53,95,88,44,16,1,4,48,67,11,22
45,0.439856,0.417395,0.553587,0.095886,0.27156,0.137777,0.555234,0.635929,0.464396,0.366409,0.362415,R. Battaglia,Atlético Mineiro,Atlético Mineiro,"CB, RCB, DMF",CB,4,33,1200000,2025-12-31,18,1743,Argentina,"Argentina, Italy",right,187,78,no,BRA1,Testing,2024,Zagueiro Construtor,0.362,46,68,32,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,49.0,30,25,59,49,59,10,9.0,10.0,28,27,55,63,13,27,13,85,86,85,58
46,0.172352,0.183197,0.068406,0.328527,0.633024,0.729605,0.162533,0.076923,0.148607,0.584792,0.35025,Fabricio Bruno,Flamengo,Flamengo,RCB,RCB,4,28,6000000,2028-12-31,20,1892,Brazil,Brazil,right,192,90,no,BRA1,Testing,2024,Zagueiro Construtor,0.35,47,68,30,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,64.0,56,67,19,10,7,52,56.0,46.0,7,5,17,1,72,85,89,23,17,32,89
47,0.5386,0.310536,0.392896,0.0,0.315391,0.307901,0.23176,0.123077,0.613003,0.440424,0.349968,Fernando,Internacional,Internacional,"LCB, RDMF",LCB,4,37,2000000,2025-12-31,14,1092,Brazil,"Brazil, Portugal",right,183,76,no,BRA1,Testing,2024,Zagueiro Construtor,0.35,48,68,29,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,34.0,45,47,68,42,38,40,54.5,3.0,18,50,33,30,0,38,44,41,19,95,73
48,0.450628,0.405909,0.090165,0.514175,0.464612,0.490526,0.212852,0.287194,0.232198,0.323979,0.30915,Léo,Vasco da Gama,Vasco da Gama,LCB,LCB,4,28,3000000,2025-12-31,19,1932,Brazil,Brazil,left,183,76,no,BRA1,Testing,2024,Zagueiro Construtor,0.309,49,68,27,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,45.0,31,63,10,24,19,45,36.0,32.5,35,33,54,7,85,64,72,33,47,52,48
49,0.518851,0.171239,0.439438,0.002633,0.580112,0.167077,0.390606,0.616797,0.359133,0.275995,0.292294,Danilo Boza,Juventude,Juventude,RCB,RCB,4,26,1200000,2025-12-31,20,2010,Brazil,Brazil,right,184,76,no,BRA1,Testing,2024,Zagueiro Construtor,0.292,50,68,26,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,38.0,57,39,66,13,55,22,10.0,15.0,43,44,16,42,2,80,19,67,85,77,36
50,0.351885,0.354247,0.335584,0.229441,0.303192,0.381896,0.158531,0.426923,0.229102,0.392306,0.284267,Bruno Alves,Cuiabá,Cuiabá,"CB, LCB, RCB",CB,4,33,600000,2025-12-31,15,971,Brazil,Brazil,right,185,81,no,BRA1,Testing,2024,Zagueiro Construtor,0.284,51,68,25,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,58.0,39,53,36,44,28,53,25.0,34.0,26,14,42,22,47,35,58,22,63,50,61
51,0.705566,0.435105,0.274347,0.211562,0.279928,0.193781,0.658446,0.492258,0.297214,0.189001,0.277683,Eduardo Santos,Red Bull Bragantino,Red Bull Bragantino,"LCB, RCB",LCB,4,26,900000,2028-06-30,13,1120,Brazil,Brazil,right,196,90,no,BRA1,Testing,2024,Zagueiro Construtor,0.278,52,68,23,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,15.0,28,56,40,47,52,6,17.0,21.5,52,77,58,17,41,30,23,91,75,68,23
52,0.64991,0.200436,0.520558,0.265056,0.123074,0.078568,0.042133,0.138462,0.111455,0.071882,0.241832,W. Ángel,Criciúma,Criciúma,LCB,LCB,4,31,250000,2024-12-31,11,993,Venezuela,Venezuela,right,188,84,no,BRA1,Testing,2024,Zagueiro Construtor,0.242,53,68,22,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,23.0,55,29,30,63,64,64,53.0,54.0,66,66,19,57,55,7,5,5,22,20,2
53,0.405745,0.444674,0.589119,0.150796,0.169336,0.115362,0.274919,0.0,0.176471,0.142874,0.230376,Pedro Henrique,Atlético GO,Atlético GO,LCB,LCB,4,31,1000000,2024-12-31,10,633,Brazil,Brazil,left,190,88,no,BRA1,Testing,2024,Zagueiro Construtor,0.23,54,68,20,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,55.0,27,22,52,59,60,32,63.0,41.0,59,19,60,67,23,13,11,52,7,39,13
54,0.062837,0.016157,0.357686,0.036098,0.355586,0.374255,0.251005,0.201689,1.0,0.555626,0.201012,David Luiz,Flamengo,Flamengo,"LCB, RCB",LCB,4,37,400000,2024-12-31,16,1364,Brazil,"Brazil, Portugal",right,189,84,no,BRA1,Testing,2024,Zagueiro Construtor,0.201,55,68,19,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,67.0,67,51,64,38,30,38,45.0,1.0,9,1,1,25,5,44,55,44,33,98,86
55,0.441652,0.3749,0.483287,0.1749,0.021799,0.167001,0.217915,0.361538,0.241486,0.142821,0.199191,Douglas Mendes,Red Bull Bragantino,Red Bull Bragantino,"RCB, RB",RCB,4,20,2000000,2028-06-30,13,1148,Brazil,Brazil,right,189,78,yes,BRA1,Testing,2024,Zagueiro Construtor,0.199,56,68,17,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,47.5,36,31,47,66,56,43,29.0,30.0,60,30,47,54,30,2,17,36,57,55,11
56,0.441652,0.357204,0.153345,0.408084,0.536488,0.303879,0.462015,0.892308,0.272446,0.288481,0.19755,Lucas Freitas,Juventude,Juventude,"LCB, LB",LCB,4,23,450000,2025-12-31,7,616,Brazil,"Brazil, Portugal",left,184,76,yes,BRA1,Testing,2024,Zagueiro Construtor,0.198,57,68,16,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,47.5,38,61,15,17,39,14,2.0,27.0,40,30,44,10,77,75,42,79,97,60,41
57,0.482944,0.297492,0.421112,0.249429,0.256354,0.157596,0.593311,0.53336,0.123839,0.032464,0.17617,Zé Marcos,Juventude,Juventude,LCB,LCB,4,26,600000,2024-12-31,16,1558,Brazil,Brazil,left,188,77,no,BRA1,Testing,2024,Zagueiro Construtor,0.176,58,68,14,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,40.0,46,42,33,50,57,9,12.0,52.0,67,41,32,38,51,26,16,86,82,23,1
58,0.301616,0.271241,0.245246,0.166323,0.573867,0.339788,0.2149,0.298077,0.216718,0.327629,0.14823,Bastos,Botafogo,Botafogo,"LCB, RCB",LCB,4,33,800000,2024-12-31,24,2308,Angola,Angola,right,180,77,no,BRA1,Testing,2024,Zagueiro Construtor,0.148,59,68,13,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,61.0,51,58,50,14,34,44,34.0,36.0,34,10,25,14,26,79,50,35,50,47,50
59,0.43088,0.253299,0.26021,0.086642,0.742301,0.270623,0.64523,0.369231,0.294118,0.201953,0.143424,Kanu,Bahia,Bahia,"LCB, RCB",LCB,4,27,3500000,2027-12-31,19,1899,Brazil,Brazil,right,186,80,no,BRA1,Testing,2024,Zagueiro Construtor,0.143,60,68,11,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,50.0,53,57,60,3,46,7,28.0,23.0,50,26,22,16,11,95,32,89,58,66,26
60,0.529623,0.625095,0.196628,0.050787,0.201867,0.175583,0.414517,0.190769,0.151703,0.11551,0.132473,Titi,Fortaleza,Fortaleza,LCB,LCB,4,36,200000,2024-12-31,15,1462,Brazil,"Brazil, Italy",left,188,83,no,BRA1,Testing,2024,Zagueiro Construtor,0.132,61,68,10,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,36.0,13,59,63,55,54,16,48.0,44.5,61,47,80,13,7,19,20,76,29,34,10
61,0.421903,0.274116,0.597348,0.119794,0.11468,0.087581,0.200909,0.207692,0.272446,0.079148,0.119381,Cacá,Corinthians,Corinthians,"LCB, RCB",LCB,4,25,2000000,2025-01-31,20,2035,Brazil,Brazil,right,187,77,yes,BRA1,Testing,2024,Zagueiro Construtor,0.119,62,68,8,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,53.5,49,21,56,64,62,47,42.5,27.0,64,21,27,69,17,5,8,30,37,60,5
62,0.150808,0.075996,0.483006,0.214641,0.481955,0.241057,0.113838,0.061538,0.052632,0.204961,0.11426,R. Arboleda,São Paulo,São Paulo,"RCB, CB",RCB,4,32,1200000,2027-12-31,22,2116,Ecuador,Ecuador,right,187,83,no,BRA1,Testing,2024,Zagueiro Construtor,0.114,63,68,7,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,65.0,66,32,39,20,50,59,57.0,61.0,49,4,2,52,42,70,26,13,16,10,27
63,0.125673,0.141472,0.071284,0.164826,0.680717,0.483443,0.078257,0.184625,0.315789,0.439045,0.110692,Lucas Halter,Botafogo,Botafogo,RCB,RCB,4,24,3000000,2027-12-31,16,1503,Brazil,Brazil,right,188,93,no,BRA1,Testing,2024,Zagueiro Construtor,0.111,64,68,5,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,66.0,63,66,51,5,20,62,49.5,19.0,19,2,7,2,25,92,70,8,27,72,72
64,0.473968,0.169787,0.100777,0.293237,0.626962,0.281969,0.2438,0.2,0.0,0.091866,0.055546,Thiago Silva,Fluminense,Fluminense,"RCB, LCB",RCB,4,39,1000000,2026-06-30,7,696,Brazil,"Brazil, France",right,181,79,no,BRA1,Testing,2024,Zagueiro Construtor,0.056,65,68,4,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,42.0,58,62,26,11,42,39,46.5,67.0,63,38,14,8,61,83,38,42,31,1,7
65,0.448833,0.267868,0.458607,0.138567,0.0,0.080679,0.100831,0.0,0.145511,0.153936,0.022411,Luiz Felipe,Atlético GO,Atlético GO,"LCB, RCB",LCB,4,30,800000,2024-12-31,13,961,Brazil,Brazil,right,187,79,no,BRA1,Testing,2024,Zagueiro Construtor,0.022,66,68,2,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,46.0,52,34,53,68,63,61,63.0,47.0,56,32,23,50,22,0,7,10,7,30,17
66,0.0,0.137929,0.386163,0.286905,0.409685,0.230625,0.109207,0.225652,0.136223,0.222919,0.009163,G. Mercado,Internacional,Internacional,"LCB, RCB",LCB,4,37,250000,2024-12-31,15,1226,Argentina,"Argentina, Spain",right,181,85,no,BRA1,Testing,2024,Zagueiro Construtor,0.009,67,68,1,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,68.0,64,48,28,29,51,60,40.0,49.0,47,0,5,29,58,57,25,11,41,27,30
67,0.473968,0.38133,0.378804,0.10388,0.185916,0.011611,0.132434,0.169231,0.167183,0.07796,0.0,Gustavo Henrique,Corinthians,Corinthians,"LCB, RCB, CB",LCB,4,31,1000000,2025-12-31,9,826,Brazil,Brazil,right,196,86,no,BRA1,Testing,2024,Zagueiro Construtor,0.0,68,68,0,0.544276,0.411292,0.480144,0.282125,0.388285,0.368078,0.314019,0.333604,0.251685,0.339529,42.0,34,49,58,57,66,57,51.0,42.5,65,38,50,27,14,16,2,16,25,37,4
