Unnamed: 0,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Passes_Longos_Certos_LM,Passes_Progressivos_Certos_LM,Ações_Ofensivas_BemSucedidas_LM,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Acelerações_LM,xA_LM,Assistência_Finalização_LM,Passes_TerçoFinal_Certos_LM,Deep_Completions_LM,Deep_Completed_Crosses_LM,Passes_ÁreaPênalti_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Passes_Longos_Certos_Rank,Passes_Progressivos_Certos_Rank,Ações_Ofensivas_BemSucedidas_Rank,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Acelerações_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_TerçoFinal_Certos_Rank,Deep_Completions_Rank,Deep_Completed_Crosses_Rank,Passes_ÁreaPênalti_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Passes_Longos_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Ações_Ofensivas_BemSucedidas_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Acelerações_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_TerçoFinal_Certos_Percentil,Deep_Completions_Percentil,Deep_Completed_Crosses_Percentil,Passes_ÁreaPênalti_Certos_Percentil
0,0.021814,0.810984,0.662049,0.731092,0.503288,0.496377,0.431405,0.469816,0.240741,0.888889,0.783133,0.463334,1.0,0.825397,1.0,1.0,Gustavo Scarpa,Atlético Mineiro,Atlético Mineiro,"RWB, LWB, RAMF",RWB,1,30,8000000,2027-12-31,27,2107,Brazil,"Brazil, Italy",left,176,74,no,BRA1,Testing,2024,Lateral Ofensivo,1.0,1,76,98,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,75.0,5,10,3.0,3,17.5,3.0,15.0,41.0,3.5,2.0,26,1.0,5.0,1.0,1,93,86,96,96,76,96,80,46,95,97,65,98,93,98
1,0.292767,0.21176,0.81701,0.263866,0.061175,0.416667,0.042297,0.270341,0.240741,0.722222,0.506024,0.472523,0.609375,0.703704,0.770125,0.890667,S. Arias,Bahia,Bahia,RB,RB,1,32,2500000,2025-12-31,19,1829,Colombia,Colombia,right,177,70,no,BRA1,Testing,2024,Lateral Ofensivo,0.891,2,76,97,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,55.0,62,2,31.0,68,26.0,63.0,40.0,41.0,10.5,16.5,24,9.5,9.0,4.0,27,18,97,59,10,65,17,47,46,86,78,68,87,88,94
2,0.609644,0.931108,1.0,0.052101,0.080336,0.155797,0.0,0.238845,0.194444,0.444444,0.427711,0.909488,0.460938,0.132275,0.308077,0.879233,Marcos Rocha,Palmeiras,Palmeiras,RB,RB,1,35,600000,2024-12-31,22,1677,Brazil,Brazil,right,176,68,no,BRA1,Testing,2024,Lateral Ofensivo,0.879,3,76,96,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,15.0,3,1,74.0,65,68.0,76.0,47.0,48.5,35.0,27.5,2,23.0,69.0,47.0,80,96,98,2,14,10,0,38,36,53,63,97,69,9,38
3,0.443169,0.522294,0.715986,0.394958,0.276024,0.286232,0.260259,0.312336,0.111111,0.722222,0.560241,0.658467,0.390625,0.539683,0.61067,0.878093,L. Esquivel,Athletico Paranaense,Athletico Paranaense,LB,LB,1,23,3000000,2028-06-30,24,2161,Argentina,Argentina,left,183,69,no,BRA1,Testing,2024,Lateral Ofensivo,0.878,4,76,94,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,29.0,15,5,14.0,22,46.5,16.0,34.0,65.5,10.5,10.5,7,36.5,17.5,10.0,61,80,93,81,71,38,78,55,13,86,86,90,51,76,86
4,1.0,0.582835,0.680008,0.238655,0.220978,0.438406,0.129984,0.181102,0.083333,0.5,0.415663,0.431427,0.585938,0.470899,0.618554,0.853001,F. Bustos,River Plate,Internacional,RB,RB,1,28,7000000,2027-12-31,11,966,Argentina,Argentina,right,167,66,no,BRA1,Testing,2024,Lateral Ofensivo,0.853,5,76,93,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,1.0,11,8,38.5,36,23.0,36.0,57.5,68.5,29.0,30.0,33,11.5,22.5,9.0,98,85,89,49,52,69,52,24,9,61,60,56,84,70,88
5,0.328358,0.701362,0.736936,0.467227,0.357177,0.311594,0.39772,0.278215,0.0,0.388889,0.427711,0.880243,0.429688,0.291005,0.373052,0.818551,Marcelo,Fluminense,Fluminense,LB,LB,1,36,1300000,2024-12-31,17,1150,Brazil,"Brazil, Spain",left,174,75,no,BRA1,Testing,2024,Lateral Ofensivo,0.819,6,76,92,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,52.0,6,3,4.0,12,43.5,5.0,39.0,75.5,41.5,27.5,3,29.5,49.0,39.0,31,92,96,94,84,42,93,48,0,45,63,96,61,35,48
6,0.126292,0.45746,0.692209,0.381513,0.177663,0.173913,0.116036,0.115486,0.268519,1.0,0.722892,0.245904,0.679688,1.0,0.967054,0.815348,Fágner,Corinthians,Corinthians,"RB, RWB",RB,1,35,500000,2024-12-31,13,932,Brazil,Brazil,right,168,67,no,BRA1,Testing,2024,Lateral Ofensivo,0.815,7,76,90,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,71.0,19,7,16.0,46,66.0,43.0,69.5,38.0,1.5,4.0,64,7.0,1.0,2.0,6,75,90,78,39,13,43,8,50,98,94,15,90,98,97
7,0.533869,0.829651,0.736434,0.10084,0.143703,0.271739,0.020213,0.677165,0.62037,0.277778,0.26506,1.0,0.65625,0.100529,0.475721,0.78452,Renê,Internacional,Internacional,LB,LB,1,32,900000,2024-12-31,14,1076,Brazil,Brazil,left,174,72,no,BRA1,Testing,2024,Lateral Ofensivo,0.785,8,76,89,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,24.0,4,4,69.5,53,49.5,69.0,4.0,7.5,60.5,50.5,1,8.0,71.0,22.0,68,94,94,8,30,34,9,94,90,20,33,98,89,6,71
8,0.206659,0.530809,0.667114,0.383193,0.206613,0.586957,0.170937,0.532808,0.12963,0.277778,0.421687,0.597507,0.382812,0.587302,0.586881,0.775058,Guilherme Arana,Atlético Mineiro,Atlético Mineiro,"LB, LWB",LB,1,27,12000000,2027-12-31,14,1278,Brazil,Brazil,left,176,66,no,BRA1,Testing,2024,Lateral Ofensivo,0.775,9,76,88,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,64.0,14,9,15.0,40,10.0,32.0,11.0,63.5,60.5,29.0,12,38.0,11.0,15.0,15,81,88,80,47,86,57,85,16,20,61,84,50,85,80
9,0.250287,0.190203,0.553573,0.430252,0.41364,0.525362,0.324876,0.603675,0.444444,0.333333,0.295181,0.404295,0.882812,0.560847,0.785704,0.729144,Gilberto,Bahia,Bahia,RB,RB,1,31,3000000,2026-06-30,14,1120,Brazil,Brazil,right,181,68,no,BRA1,Testing,2024,Lateral Ofensivo,0.729,10,76,86,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,60.0,67,15,9.0,8,13.0,9.0,6.0,21.5,50.5,44.0,40,2.0,12.0,3.0,21,11,80,88,89,82,88,92,71,33,42,47,97,84,96
10,0.851894,0.56894,0.625907,0.139496,0.25806,0.344203,0.120433,0.286089,0.351852,0.166667,0.138554,0.584295,0.445312,0.148148,0.281337,0.723412,Juninho Capixaba,Red Bull Bragantino,Red Bull Bragantino,LB,LB,1,27,3000000,2026-12-31,17,1418,Brazil,Brazil,left,176,63,no,BRA1,Testing,2024,Lateral Ofensivo,0.723,11,76,85,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,3.0,13,13,59.5,29,35.5,39.0,37.0,32.5,68.0,70.5,13,25.5,67.0,57.0,96,82,82,21,61,53,48,51,57,10,7,82,66,11,25
11,0.707233,0.453692,0.452837,0.413445,0.251269,0.48913,0.255445,0.569554,0.37963,0.555556,0.439759,0.403276,0.476562,0.555556,0.599596,0.721151,William,Cruzeiro,Cruzeiro,RB,RB,1,29,3000000,2026-12-31,27,2664,Brazil,Brazil,right,176,68,no,BRA1,Testing,2024,Lateral Ofensivo,0.721,12,76,84,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,9.0,20,29,12.0,31,19.0,17.0,7.0,27.5,23.0,25.0,41,20.5,13.5,14.0,88,73,61,84,59,75,77,90,63,69,67,46,73,82,81
12,0.380023,0.655651,0.640175,0.169748,0.094614,0.307971,0.085003,0.165354,0.351852,0.333333,0.36747,0.525654,0.296875,0.280423,0.379223,0.689038,Tinga,Fortaleza,Fortaleza,RB,RB,1,31,1200000,2026-04-30,25,2119,Brazil,Brazil,right,179,78,no,BRA1,Testing,2024,Lateral Ofensivo,0.689,13,76,82,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,40.0,8,12,52.0,60,45.0,53.0,61.0,32.5,50.5,36.0,17,48.5,50.0,37.5,47,89,84,31,21,40,30,19,57,33,52,77,36,34,50
13,0.644087,0.341897,0.50176,0.421849,0.246915,0.786232,0.250281,0.396325,0.361111,0.777778,0.578313,0.495891,0.734375,0.555556,0.416259,0.687248,A. Bernabéi,Internacional,Internacional,LB,LB,1,24,2000000,2027-05-31,16,1620,Argentina,"Argentina, Italy",left,169,65,yes,BRA1,Testing,2024,Lateral Ofensivo,0.687,14,76,81,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,11.0,41,23,10.5,33,2.0,18.0,26.0,30.0,6.5,9.0,21,5.0,13.5,30.0,85,46,69,86,56,97,76,65,60,91,88,72,93,82,60
14,0.365098,0.463621,0.660454,0.142857,0.021063,0.181159,0.03043,0.194226,0.157407,0.555556,0.536145,0.500807,0.421875,0.391534,0.413904,0.674823,Luciano Juba,Bahia,Bahia,LB,LB,1,25,2500000,2027-12-31,30,2768,Brazil,Brazil,left,176,70,no,BRA1,Testing,2024,Lateral Ofensivo,0.675,15,76,80,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,46.5,18,11,57.0,74,65.0,67.0,54.0,57.0,23.0,13.0,20,31.0,37.0,31.0,38,76,85,25,2,14,11,28,25,69,82,73,59,51,59
15,0.41217,0.948043,0.550153,0.105882,0.03419,0.221014,0.000957,0.293963,0.212963,0.333333,0.277108,0.435161,0.515625,0.396825,0.506323,0.671798,Marlon,Cruzeiro,Cruzeiro,LB,LB,1,27,5000000,2026-12-31,22,1921,Brazil,Brazil,left,178,78,no,BRA1,Testing,2024,Lateral Ofensivo,0.672,16,76,78,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,37.0,2,16,67.0,73,55.5,75.0,35.0,45.0,50.5,48.0,31,17.0,35.5,20.0,51,97,78,11,3,26,1,53,40,33,36,59,77,53,73
16,0.43628,0.369179,0.52366,0.278992,0.179249,0.188406,0.103303,0.144357,0.055556,0.444444,0.39759,0.509944,0.585938,0.486772,0.65007,0.656526,J. Piquerez,Palmeiras,Palmeiras,"LB, LCB",LB,1,26,13000000,2026-12-31,17,1563,Uruguay,"Uruguay, Italy",left,183,80,no,BRA1,Testing,2024,Lateral Ofensivo,0.657,17,76,77,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,32.0,35,19,29.0,45,63.5,45.0,64.0,72.0,35.0,31.0,19,11.5,20.0,8.0,57,53,75,61,40,16,40,15,5,53,59,75,84,73,89
17,0.366246,1.0,0.714863,0.006723,0.009401,0.065217,0.009813,0.0,0.055556,0.222222,0.204819,0.695997,0.53125,0.074074,0.268792,0.648554,M. Trauco,Criciúma,Criciúma,LB,LB,1,32,1300000,2024-12-31,20,1460,Peru,Peru,left,175,70,no,BRA1,Testing,2024,Lateral Ofensivo,0.649,18,76,76,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,44.5,1,6,75.0,75,74.0,70.0,76.0,72.0,65.0,64.5,6,14.0,73.0,60.0,41,98,92,1,1,2,7,0,5,14,15,92,81,3,21
18,0.619977,0.402244,0.449517,0.294118,0.205269,0.097826,0.190721,0.383202,0.37963,0.611111,0.560241,0.455823,0.210938,0.449735,0.55871,0.632949,Jonathan,Criciúma,Criciúma,RB,RB,1,32,300000,2024-12-31,15,665,Brazil,Brazil,right,178,62,no,BRA1,Testing,2024,Lateral Ofensivo,0.633,19,76,75,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,14.0,26,31,25.0,41,71.5,27.0,29.0,27.5,17.5,10.5,28,61.5,29.0,16.0,81,65,59,67,46,5,64,61,63,76,86,63,19,61,78
19,0.172216,0.338458,0.540286,0.421849,0.24139,0.101449,0.212375,0.543307,0.194444,0.388889,0.493976,0.65071,0.109375,0.724868,0.606367,0.613325,Bruno Tubarão,Atlético GO,Atlético GO,RB,RB,1,29,500000,2024-12-31,17,1296,Brazil,Brazil,right,180,70,no,BRA1,Testing,2024,Lateral Ofensivo,0.613,20,76,73,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,69.0,42,17,10.5,34,70.0,22.0,10.0,48.5,41.5,18.0,8,73.0,6.0,12.0,9,44,77,86,55,7,71,86,36,45,76,89,3,92,84
20,0.375431,0.584832,0.527597,0.215126,0.28191,0.496377,0.085681,0.225722,0.527778,0.444444,0.349398,0.542618,0.507812,0.26455,0.320984,0.591744,Matheus Bidu,Corinthians,Corinthians,"LB, LWB",LB,1,25,2000000,2025-12-31,16,1114,Brazil,Brazil,left,172,72,no,BRA1,Testing,2024,Lateral Ofensivo,0.592,21,76,72,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,41.0,10,18,41.5,19,17.5,52.0,48.0,15.0,35.0,39.0,16,19.0,52.5,45.0,46,86,76,45,75,76,31,36,80,53,48,78,75,30,40
21,0.470723,0.452878,0.392474,0.32605,0.040245,0.565217,0.05888,0.265092,0.111111,0.722222,0.487952,0.333943,0.5625,0.89418,0.679496,0.589758,J. Rodríguez,Vasco da Gama,Vasco da Gama,RB,RB,1,27,2500000,2025-12-31,15,751,Uruguay,Uruguay,right,183,74,no,BRA1,Testing,2024,Lateral Ofensivo,0.59,22,76,71,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,26.0,21,39,21.0,71,12.0,59.5,42.0,65.5,10.5,19.0,48,13.0,2.0,6.0,65,72,48,72,6,84,21,44,13,86,75,36,82,97,92
22,0.727899,0.572928,0.513501,0.131092,0.18283,0.192029,0.102481,0.097113,0.25,0.444444,0.445783,0.407533,0.28125,0.206349,0.29322,0.58911,Marçal,Botafogo,Botafogo,LB,LB,1,35,600000,2024-12-31,14,1010,Brazil,Brazil,left,178,72,no,BRA1,Testing,2024,Lateral Ofensivo,0.589,23,76,69,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,6.0,12,21,62.5,44,62.0,47.0,71.0,39.0,35.0,24.0,38,52.5,61.0,51.0,92,84,72,17,42,18,38,6,48,53,68,50,30,19,32
23,0.370838,0.350787,0.428134,0.452101,0.31139,0.358696,0.23333,0.404199,0.62037,0.611111,0.506024,0.29807,0.15625,0.835979,0.605085,0.579267,João Lucas,Juventude,Juventude,RB,RB,1,26,1700000,2025-12-31,24,2283,Brazil,Brazil,right,181,72,yes,BRA1,Testing,2024,Lateral Ofensivo,0.579,24,76,68,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,43.0,39,35,5.0,13,31.0,19.0,24.0,7.5,17.5,16.5,60,68.5,4.0,13.0,43,48,53,93,82,59,75,68,90,76,78,21,9,94,82
24,0.593571,0.307132,0.5136,0.152941,0.186384,0.507246,0.053802,0.212598,0.074074,0.388889,0.704819,0.569245,0.515625,0.402116,0.433543,0.578751,Mayke,Palmeiras,Palmeiras,RB,RB,1,31,3000000,2025-12-31,19,1091,Brazil,Brazil,right,179,68,no,BRA1,Testing,2024,Lateral Ofensivo,0.579,25,76,67,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,16.0,46,20,55.0,43,15.0,61.0,51.0,70.0,41.5,5.0,14,17.0,34.0,28.0,78,39,73,27,43,80,19,32,7,45,93,81,77,55,63
25,0.557979,0.387375,0.423627,0.376471,0.426109,0.264493,0.326741,0.459318,0.592593,0.277778,0.10241,0.467847,0.3125,0.26455,0.287321,0.577402,Railan,Cuiabá,Cuiabá,"RB, RAMF",RB,1,24,150000,2027-12-31,19,1117,Brazil,Brazil,right,185,75,no,BRA1,Testing,2024,Lateral Ofensivo,0.577,26,76,65,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,19.0,31,37,17.0,5,51.0,8.0,19.0,9.0,60.5,72.0,25,45.0,52.5,54.0,75,59,51,77,93,32,89,75,88,20,5,67,40,30,28
26,0.73938,0.472571,0.497441,0.131092,0.296789,0.188406,0.118826,0.267717,0.046296,0.333333,0.253012,0.714341,0.523438,0.126984,0.250526,0.560697,Bruno Gomes,Internacional,Internacional,RB,RB,1,23,2500000,2027-12-31,23,1739,Brazil,"Brazil, Italy",right,175,77,no,BRA1,Testing,2024,Lateral Ofensivo,0.561,27,76,64,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,5.0,17,25,62.5,17,63.5,40.0,41.0,74.0,50.5,53.5,5,15.0,70.0,63.0,93,77,67,17,77,16,47,46,2,33,29,93,80,7,17
27,0.197474,0.679039,0.438921,0.206723,0.081609,0.605072,0.060928,0.186352,0.212963,0.277778,0.228916,0.422641,0.414062,0.52381,0.548151,0.559904,L. Godoy,Athletico Paranaense,Athletico Paranaense,RB,RB,1,29,3800000,2027-12-31,18,1184,Argentina,Argentina,right,173,71,no,BRA1,Testing,2024,Lateral Ofensivo,0.56,28,76,63,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,66.0,7,33,46.0,64,6.0,58.0,55.5,45.0,60.5,59.5,36,32.0,19.0,18.0,13,90,56,39,15,92,23,26,40,20,21,52,57,75,76
28,0.280138,0.312864,0.568355,0.215126,0.27413,0.311594,0.159707,0.461942,0.435185,0.611111,0.475904,0.604005,0.4375,0.333333,0.313241,0.556916,Igor Vinícius,São Paulo,São Paulo,"RB, RWB",RB,1,27,2500000,2025-12-31,23,2099,Brazil,Brazil,right,174,70,no,BRA1,Testing,2024,Lateral Ofensivo,0.557,29,76,61,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,56.0,45,14,41.5,24,43.5,33.0,17.5,23.0,17.5,20.0,11,27.5,44.0,46.0,26,40,81,45,68,42,56,76,69,76,73,85,63,42,39
29,0.591274,0.342014,0.32317,0.445378,0.398763,0.344203,0.359819,0.47769,0.509259,0.666667,0.433735,0.304201,0.335938,0.460317,0.457215,0.552558,Paulo Henrique,Vasco da Gama,Vasco da Gama,RB,RB,1,28,1000000,2027-12-31,29,2285,Brazil,Brazil,right,175,74,no,BRA1,Testing,2024,Lateral Ofensivo,0.553,30,76,60,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,17.0,40,49,8.0,9,35.5,7.0,14.0,16.5,14.5,26.0,57,43.0,25.5,26.0,77,47,35,89,88,53,90,81,78,80,65,25,43,66,65
30,0.439724,0.603604,0.451186,0.245378,0.271628,0.206522,0.174696,0.125984,0.055556,0.388889,0.186747,0.424703,0.445312,0.359788,0.404717,0.539893,Felipe Jonatan,Fortaleza,Fortaleza,LB,LB,1,26,2000000,2027-04-30,19,1579,Brazil,Brazil,left,176,77,no,BRA1,Testing,2024,Lateral Ofensivo,0.54,31,76,59,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,30.5,9,30,37.0,26,60.0,30.0,67.0,72.0,41.5,68.0,35,25.5,39.0,32.0,59,88,60,51,65,21,60,11,5,45,10,53,66,48,57
31,0.366246,0.398037,0.493704,0.307563,0.215141,0.336957,0.190958,0.16273,0.157407,0.555556,0.518072,0.609296,0.398438,0.21164,0.217573,0.52693,Reinaldo,Grêmio,Grêmio,LB,LB,1,35,500000,2024-12-31,22,2138,Brazil,Brazil,left,178,79,no,BRA1,Testing,2024,Lateral Ofensivo,0.527,32,76,57,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,44.5,27,26,24.0,38,37.0,26.0,62.5,57.0,23.0,15.0,9,34.0,60.0,66.0,41,64,65,68,50,51,65,17,25,69,80,88,55,21,13
32,0.722158,0.29827,0.335678,0.448739,0.419741,0.333333,0.426833,0.485564,0.675926,0.444444,0.289157,0.305998,0.304688,0.312169,0.227384,0.524675,Willean Lepo,Vitória,Vitória,"RB, RCB",RB,1,27,450000,2026-12-31,22,1859,Brazil,Brazil,right,180,78,no,BRA1,Testing,2024,Lateral Ofensivo,0.525,33,76,56,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,7.0,48,45,6.5,7,38.0,4.0,13.0,5.0,35.0,46.0,56,46.0,46.0,65.0,90,36,40,91,90,50,94,82,93,53,39,26,39,39,14
33,0.537313,0.363988,0.500606,0.12437,0.127755,0.315217,0.032256,0.39895,0.361111,0.444444,0.692771,0.432176,0.609375,0.243386,0.334358,0.521185,Claudinho,Criciúma,Criciúma,RB,RB,1,24,1200000,2025-12-31,30,2079,Brazil,Brazil,right,180,75,no,BRA1,Testing,2024,Lateral Ofensivo,0.521,34,76,55,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,23.0,36,24,64.0,55,42.0,66.0,25.0,30.0,35.0,6.0,32,9.5,56.5,44.0,69,52,68,15,27,44,13,67,60,53,92,57,87,25,42
34,0.221584,0.09651,0.32072,0.336134,0.301654,0.423913,0.159068,0.755906,0.361111,0.166667,0.319277,0.337813,0.757812,0.550265,0.653513,0.503094,Caio Paulista,Palmeiras,Palmeiras,LB,LB,1,26,3500000,2028-12-31,17,924,Brazil,Brazil,left,184,78,no,BRA1,Testing,2024,Lateral Ofensivo,0.503,35,76,53,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,63.0,73,50,20.0,15,25.0,34.0,3.0,30.0,68.0,42.5,47,4.0,15.0,7.0,17,3,34,73,80,67,55,96,60,10,44,38,94,80,90
35,0.882893,0.386842,0.418759,0.139496,0.255558,0.271739,0.05888,0.55643,0.416667,0.0,0.0,0.608484,0.351562,0.195767,0.259133,0.497845,A. Giay,Palmeiras,Palmeiras,"RB, RWB",RB,1,20,0,,8,601,Argentina,Argentina,right,180,73,no,BRA1,Testing,2024,Lateral Ofensivo,0.498,36,76,52,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,2.0,32,38,59.5,30,49.5,59.5,9.0,24.0,76.0,76.0,10,40.5,62.0,62.0,97,57,50,21,60,34,21,88,68,0,0,86,46,18,18
36,0.350172,0.410405,0.376851,0.347899,0.134431,0.221014,0.117582,0.314961,0.175926,1.0,0.73494,0.23622,0.265625,0.883598,0.736585,0.481254,Lucas Piton,Vasco da Gama,Vasco da Gama,LB,LB,1,24,7000000,2028-12-31,25,2370,Brazil,"Brazil, Italy",left,175,64,no,BRA1,Testing,2024,Lateral Ofensivo,0.481,37,76,51,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,49.0,24,40,18.0,54,55.5,41.0,32.5,52.0,1.5,3.0,66,55.5,3.0,5.0,35,68,47,76,28,26,46,57,31,98,96,13,26,96,93
37,0.265212,0.427843,0.425245,0.287395,0.279345,0.59058,0.185143,0.391076,0.5,0.555556,0.391566,0.461658,0.226562,0.354497,0.246255,0.477544,Guilherme Romão,Atlético GO,Atlético GO,LB,LB,1,27,400000,2028-12-31,25,2489,Brazil,Brazil,left,176,75,no,BRA1,Testing,2024,Lateral Ofensivo,0.478,38,76,50,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,59.0,23,36,27.5,20,8.5,28.0,27.0,18.0,23.0,32.5,27,60.0,40.0,64.0,22,69,52,63,73,88,63,64,76,69,57,64,21,47,15
