Unnamed: 0,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Passes_Longos_Certos_LM,Passes_Progressivos_Certos_LM,Ações_Ofensivas_BemSucedidas_LM,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Acelerações_LM,xA_LM,Assistência_Finalização_LM,Passes_TerçoFinal_Certos_LM,Deep_Completions_LM,Deep_Completed_Crosses_LM,Passes_ÁreaPênalti_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Passes_Longos_Certos_Rank,Passes_Progressivos_Certos_Rank,Ações_Ofensivas_BemSucedidas_Rank,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Acelerações_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_TerçoFinal_Certos_Rank,Deep_Completions_Rank,Deep_Completed_Crosses_Rank,Passes_ÁreaPênalti_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Passes_Longos_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Ações_Ofensivas_BemSucedidas_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Acelerações_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_TerçoFinal_Certos_Percentil,Deep_Completions_Percentil,Deep_Completed_Crosses_Percentil,Passes_ÁreaPênalti_Certos_Percentil
38,0.365098,0.32861,0.46768,0.109244,0.0,0.597826,0.008747,0.464567,0.509259,0.611111,0.240964,0.80078,0.289062,0.365079,0.342756,0.477239,Iago,Bahia,Bahia,LB,LB,1,27,4000000,2028-12-31,13,512,Brazil,"Brazil, Italy",left,181,67,no,BRA1,Testing,2024,Lateral Ofensivo,0.477,39,76,48,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,46.5,44,27,66.0,76,7.0,72.0,16.0,16.5,17.5,56.5,4,51.0,38.0,43.0,38,42,64,13,0,90,5,78,78,76,25,94,32,50,43
39,0.173364,0.291165,0.329004,0.403361,0.309354,0.373188,0.295892,0.322835,0.583333,0.888889,1.0,0.376891,0.6875,0.470899,0.553587,0.465952,A. Cruz,Atlético GO,Atlético GO,"LB, LWF, LW",LB,1,24,700000,2024-12-31,29,1843,Uruguay,Uruguay,left,170,67,no,BRA1,Testing,2024,Lateral Ofensivo,0.466,40,76,47,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,68.0,49,48,13.0,14,30.0,11.0,31.0,10.0,3.5,1.0,42,6.0,22.5,17.0,10,35,36,82,81,60,85,59,86,95,98,44,92,70,77
40,0.625718,0.236705,0.313546,0.292437,0.225669,0.59058,0.127941,0.2021,0.148148,0.722222,0.271084,0.31701,0.296875,0.396825,0.291872,0.458842,Cuiabano,Botafogo,Botafogo,LB,LB,1,21,0,,21,1653,Brazil,Brazil,left,179,82,no,BRA1,Testing,2024,Lateral Ofensivo,0.459,41,76,46,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,12.0,55,51,26.0,35,8.5,37.0,52.0,60.0,10.5,49.0,53,48.5,35.5,53.0,84,27,32,65,53,88,51,31,21,86,35,30,36,53,30
41,0.548794,0.387909,0.28262,0.262185,0.088727,0.380435,0.125026,0.291339,0.388889,0.666667,0.373494,0.240343,0.4375,0.656085,0.466181,0.457712,R. Cáceres,Vitória,Vitória,RB,RB,1,33,300000,2024-12-31,16,1285,Paraguay,Paraguay,right,180,75,no,BRA1,Testing,2024,Lateral Ofensivo,0.458,42,76,44,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,20.0,30,58,32.0,62,29.0,38.0,36.0,26.0,14.5,35.0,65,27.5,10.0,23.0,73,60,23,57,18,61,50,52,65,80,53,14,63,86,69
42,0.245695,0.451142,0.454521,0.166387,0.058148,0.163043,0.068026,0.141732,0.175926,0.333333,0.451807,0.329747,0.25,0.460317,0.421182,0.424267,D. Suárez,Botafogo,Botafogo,RB,RB,1,36,650000,2025-12-31,17,1395,Uruguay,"Uruguay, Spain",right,172,67,no,BRA1,Testing,2024,Lateral Ofensivo,0.424,43,76,43,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,61.0,22,28,53.0,70,67.0,57.0,65.0,52.0,50.5,22.5,50,57.5,25.5,29.0,19,71,63,30,7,11,25,14,31,33,70,34,24,66,61
43,0.431688,0.213429,0.332786,0.287395,0.190373,0.507246,0.210874,0.16273,0.083333,0.166667,0.174699,0.263602,0.476562,0.481481,0.464419,0.420437,M. Ponte,Botafogo,Botafogo,RB,RB,1,21,1500000,2026-12-31,14,1030,Uruguay,Uruguay,right,183,77,no,BRA1,Testing,2024,Lateral Ofensivo,0.42,44,76,42,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,33.0,61,47,27.5,42,15.0,23.0,62.5,68.5,68.0,69.0,62,20.5,21.0,24.0,56,19,38,63,44,80,69,17,9,10,9,18,73,72,68
44,0.748565,0.198318,0.280521,0.260504,0.299105,0.612319,0.220162,0.244094,0.0,0.722222,0.590361,0.22146,0.265625,0.238095,0.214486,0.416303,Rubens,Atlético Mineiro,Atlético Mineiro,"LWB, LB",LWB,1,23,4000000,2027-12-31,12,797,Brazil,Brazil,left,178,66,no,BRA1,Testing,2024,Lateral Ofensivo,0.416,45,76,40,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,4.0,64,59,33.0,16,5.0,20.0,46.0,75.5,10.5,7.5,67,55.5,58.0,67.0,94,15,22,56,78,93,73,39,0,86,90,11,26,23,11
45,0.384615,0.39383,0.512615,0.115966,0.114361,0.398551,0.092537,0.283465,0.638889,0.277778,0.240964,0.474319,0.164062,0.169312,0.113216,0.413822,Nathan Mendes,Red Bull Bragantino,Red Bull Bragantino,RB,RB,1,22,1000000,2028-12-31,16,1311,Brazil,Brazil,right,182,79,no,BRA1,Testing,2024,Lateral Ofensivo,0.414,46,76,39,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,39.0,28,22,65.0,57,27.0,50.0,38.0,6.0,60.5,56.5,23,66.5,64.0,73.0,48,63,71,14,25,64,34,50,92,20,25,69,12,15,3
46,0.621125,0.037132,0.155219,0.341176,0.38961,0.507246,0.275444,0.456693,0.398148,0.388889,0.319277,0.324943,0.398438,0.417989,0.379223,0.395878,Wesley,Flamengo,Flamengo,RB,RB,1,21,0,,25,2115,Brazil,Brazil,right,178,73,no,BRA1,Testing,2024,Lateral Ofensivo,0.396,47,76,38,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,13.0,75,71,19.0,11,15.0,13.0,20.0,25.0,41.5,42.5,51,34.0,32.0,37.5,82,1,6,75,85,80,82,73,67,45,44,32,55,57,50
47,0.374282,0.35445,0.433541,0.189916,0.277852,0.0,0.112085,0.461942,0.898148,0.333333,0.349398,0.544906,0.09375,0.455026,0.390839,0.38625,Fernando,Athletico Paranaense,Athletico Paranaense,LB,LB,1,25,450000,2026-12-31,11,740,Brazil,Brazil,left,181,77,no,BRA1,Testing,2024,Lateral Ofensivo,0.386,48,76,36,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,42.0,38,34,48.0,21,76.0,44.0,17.5,3.0,50.5,39.0,15,74.0,27.5,35.0,44,50,55,36,72,0,42,76,96,33,48,80,2,63,53
48,0.0,0.256646,0.125448,1.0,1.0,1.0,1.0,0.84252,0.462963,0.555556,0.210843,0.125549,0.78125,0.407407,0.457591,0.377911,Alisson,Atlético Mineiro,Atlético Mineiro,"RWB, RAMF, RW",RWB,1,19,0,,13,718,Brazil,Brazil,left,175,63,no,BRA1,Testing,2024,Lateral Ofensivo,0.378,49,76,35,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,76.0,51,72,1.0,1,1.0,1.0,2.0,20.0,23.0,62.0,72,3.0,33.0,25.0,0,32,5,98,98,98,98,97,73,69,18,5,96,56,67
49,0.64868,0.491439,0.266469,0.272269,0.208697,0.094203,0.205173,0.12336,0.240741,0.111111,0.066265,0.210377,0.203125,0.42328,0.366286,0.370781,Guilherme,Red Bull Bragantino,Red Bull Bragantino,LB,LB,1,22,500000,2024-12-31,11,700,Brazil,Brazil,left,177,69,no,BRA1,Testing,2024,Lateral Ofensivo,0.371,50,76,34,0.418802,0.374393,0.411494,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,10.0,16,60,30.0,39,73.0,24.0,68.0,41.0,72.0,75.0,69,63.5,31.0,40.0,86,78,21,60,48,3,68,10,46,5,1,9,16,59,47
