Unnamed: 0,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Acelerações,xG,Finalizações_NoAlvo,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Assistência_Finalização,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Acelerações_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Assistência_Finalização_LM,Deep_Completions_LM,Passes_Chave_LM,Passes_ÁreaPênalti_Certos_LM,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Assistência_Finalização_Rank,Deep_Completions_Rank,Passes_Chave_Rank,Passes_ÁreaPênalti_Certos_Rank,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Deep_Completions_Percentil,Passes_Chave_Percentil,Passes_ÁreaPênalti_Certos_Percentil
31,0.377234,0.202287,0.0,0.294118,0.328204,0.468755,0.504167,0.357708,0.272727,0.355191,0.205,0.5,0.204829,0.576374,J. Calleri,São Paulo,São Paulo,CF,CF,12,31,3500000,2026-12-31,25,2085,Argentina,"Argentina, Italy",right,181,77,no,BRA1,Testing,2024,Segundo Atacante,0.576,32,58,44,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,18,24,55.0,39.0,39,21.5,15.5,29.0,27.0,24.0,32.5,19.0,34,68,58,5,32,32,62,73,50,53,58,43,67,41
32,0.515905,0.50918,0.174419,0.45098,0.715929,0.305073,0.425595,0.240927,0.272727,0.256831,0.095,0.242857,0.352003,0.560804,Y. Bolasie,Criciúma,Criciúma,"CF, LWF",CF,12,35,250000,2024-12-31,27,2095,Congo DR,"Congo DR, England",right,185,84,no,BRA1,Testing,2024,Segundo Atacante,0.561,33,58,43,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,8,4,18.0,27.0,6,38.0,27.5,46.0,27.0,40.0,47.0,39.5,15,86,93,68,53,89,34,52,20,53,31,18,31,74
33,0.38495,0.355188,0.232558,0.666667,0.292962,0.333333,0.211538,0.606399,0.727273,0.431694,0.125,0.571429,0.428489,0.558211,Rafael Ratão,Bahia,Bahia,"CF, LWF, LW",CF,12,28,2500000,2026-12-31,17,505,Brazil,Brazil,right,183,71,no,BRA1,Testing,2024,Segundo Atacante,0.558,34,58,41,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,15,10,11.0,13.0,42,35.0,47.0,7.0,4.5,15.5,43.0,16.0,9,74,82,81,77,27,39,18,87,92,73,25,72,84
34,0.206231,0.203465,0.151163,0.45098,0.785425,0.375004,0.425595,0.322552,0.045455,0.142077,0.25,0.0,0.168031,0.557977,J. Hurtado,Atlético GO,Atlético GO,CF,CF,12,24,400000,2026-12-31,12,693,Venezuela,"Venezuela, Colombia",right,183,72,yes,BRA1,Testing,2024,Segundo Atacante,0.558,35,58,39,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,38,23,23.0,27.0,4,30.0,27.5,36.0,54.0,52.0,24.0,55.5,41,34,60,60,53,93,48,52,37,6,10,58,4,29
35,0.075621,0.085229,0.075581,0.431373,0.292495,0.461555,0.407407,0.418127,0.363636,0.349727,0.2,0.542857,0.220421,0.543705,Thaciano,Bahia,Bahia,"CF, LWF, LCMF",CF,12,29,2000000,2027-12-31,30,2216,Brazil,Brazil,right,182,73,no,BRA1,Testing,2024,Segundo Atacante,0.544,36,58,37,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,54,47,33.0,30.0,43,23.0,29.5,22.0,20.0,25.0,34.5,17.5,29,6,18,43,48,25,60,49,62,65,56,40,69,50
36,0.196413,0.174051,0.063953,0.568627,0.614693,0.279063,0.296569,0.348612,0.409091,0.486339,0.285,0.628571,0.310801,0.531099,Rony,Palmeiras,Palmeiras,"CF, LAMF",CF,12,29,9000000,2026-12-31,29,1618,Brazil,Brazil,right,166,65,no,BRA1,Testing,2024,Segundo Atacante,0.531,37,58,36,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,42,33,37.0,22.0,13,41.0,43.0,32.0,15.0,10.0,19.5,14.0,19,27,43,36,62,77,29,25,44,74,82,66,75,67
37,0.058526,0.060931,0.052326,0.705882,0.575763,0.387094,0.402439,0.359284,0.409091,0.300546,0.2,0.385714,0.234627,0.52677,G. Mastriani,Athletico Paranaense,Athletico Paranaense,CF,CF,12,31,2000000,2026-12-31,20,988,Uruguay,"Uruguay, Italy",left,180,76,no,BRA1,Testing,2024,Segundo Atacante,0.527,38,58,34,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,55,53,44.5,10.0,16,29.0,31.0,28.0,15.0,30.5,34.5,26.5,27,5,8,23,82,72,50,46,51,74,47,40,54,53
38,0.231136,0.086089,0.098837,0.372549,0.338572,0.454565,0.534722,0.313187,0.227273,0.300546,0.145,0.242857,0.119451,0.50469,Arthur Caíke,Criciúma,Criciúma,CF,CF,12,32,800000,2024-12-31,28,1634,Brazil,Brazil,right,174,71,no,BRA1,Testing,2024,Segundo Atacante,0.505,39,58,32,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,35,46,28.0,33.5,37,24.5,11.0,38.0,32.5,30.5,41.0,39.5,48,39,20,51,42,36,57,81,34,43,47,29,31,17
39,0.201422,0.15917,0.093023,0.235294,0.529918,0.300003,0.431373,0.214876,0.363636,0.387978,0.225,0.542857,0.213275,0.457624,Eduardo Sasha,Red Bull Bragantino,Red Bull Bragantino,CF,CF,12,32,1800000,2025-12-31,21,1640,Brazil,"Brazil, Italy",right,173,65,no,BRA1,Testing,2024,Segundo Atacante,0.458,40,58,31,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,41,37,29.5,45.0,20,39.5,26.0,49.0,20.0,19.0,28.0,17.5,31,29,36,49,22,65,31,55,15,65,67,51,69,46
40,0.194222,0.088287,0.05814,0.745098,0.542744,0.337503,0.319767,0.421016,0.181818,0.180328,0.075,0.228571,0.057087,0.413885,P. Vegetti,Vasco da Gama,Vasco da Gama,CF,CF,12,36,750000,2025-12-31,28,2733,Argentina,Argentina,right,187,86,no,BRA1,Testing,2024,Segundo Atacante,0.414,41,58,29,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,43,45,40.5,9.0,18,33.0,40.0,20.0,39.0,48.5,48.0,41.0,55,25,22,30,84,68,43,31,65,32,16,17,29,5
41,0.155002,0.055677,0.046512,0.176471,0.339322,0.428584,0.556548,0.275078,0.136364,0.180328,0.05,0.114286,0.177141,0.399694,T. Borbas,Red Bull Bragantino,Red Bull Bragantino,CF,CF,12,22,7000000,2027-12-31,21,1090,Uruguay,Uruguay,right,181,69,no,BRA1,Testing,2024,Segundo Atacante,0.4,42,58,27,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,49,54,47.5,47.5,36,26.0,9.0,41.0,46.0,48.5,50.0,51.5,40,15,6,18,18,37,55,84,29,20,16,13,11,31
42,0.0,0.112434,0.0,0.411765,0.669204,0.300003,0.334936,0.332612,0.227273,0.136612,0.115,0.271429,0.13643,0.381679,G. Cano,Fluminense,Fluminense,CF,CF,12,36,1400000,2025-12-31,20,1432,Argentina,Argentina,right,177,72,no,BRA1,Testing,2024,Segundo Atacante,0.382,43,58,25,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,58,41,55.0,32.0,7,39.5,38.0,35.0,32.5,53.0,44.0,34.5,45,0,29,5,44,87,31,34,39,43,8,24,40,22
43,0.58451,0.478405,0.517442,0.156863,0.133393,0.125011,0.246795,0.114022,0.090909,0.163934,0.185,0.314286,0.126786,0.373221,Janderson,Vitória,Vitória,"CF, RW, LW",CF,12,25,0,,21,1219,Brazil,Brazil,right,189,77,no,BRA1,Testing,2024,Segundo Atacante,0.373,44,58,24,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,7,5,4.0,49.5,53,48.0,45.0,55.0,51.0,51.0,38.0,31.5,47,87,91,93,14,8,17,22,5,12,12,34,45,18
44,0.884769,0.596316,0.726744,0.117647,0.0,0.0,0.0,0.054963,0.545455,0.196721,0.46,0.257143,0.383007,0.368827,Endrick,Palmeiras,Palmeiras,"CF, AMF, RWF",CF,12,17,0,,6,506,Brazil,Brazil,left,171,64,no,BRA1,Testing,2024,Segundo Atacante,0.369,45,58,22,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,2,3,2.0,52.5,58,54.0,54.0,57.0,8.0,45.0,6.0,37.0,12,96,94,96,9,0,6,6,1,86,22,89,36,79
45,0.255276,0.078585,0.0,0.215686,0.205066,0.333333,0.34375,0.378216,0.090909,0.125683,0.16,0.171429,0.302456,0.334727,R. Carrillo,Juventude,Juventude,CF,CF,12,28,500000,2025-12-31,13,766,Ecuador,Ecuador,right,186,79,no,BRA1,Testing,2024,Segundo Atacante,0.335,46,58,20,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,33,49,55.0,46.0,48,35.0,37.0,24.0,51.0,55.0,40.0,45.0,20,43,15,5,20,17,39,36,58,12,5,31,22,65
46,0.411682,0.377885,0.209302,0.666667,0.634898,0.166682,0.141026,0.47633,0.045455,0.196721,0.165,0.0,0.155106,0.31545,E. Valencia,Internacional,Internacional,CF,CF,12,34,2500000,2026-06-30,16,746,Ecuador,Ecuador,right,177,74,no,BRA1,Testing,2024,Segundo Atacante,0.315,47,58,18,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,12,7,13.0,13.0,10,47.0,48.0,16.5,54.0,45.0,39.0,55.5,42,79,87,77,77,82,18,17,71,6,22,32,4,27
47,0.052878,0.079269,0.040698,0.313725,0.271651,0.230762,0.305556,0.252717,0.136364,0.229508,0.28,0.2,0.27371,0.310611,Pablo,Athletico Paranaense,Athletico Paranaense,"CF, AMF",CF,12,32,800000,2025-12-31,21,1272,Brazil,Brazil,right,185,79,no,BRA1,Testing,2024,Segundo Atacante,0.311,48,58,17,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,56,48,49.0,37.0,44,45.5,41.0,43.0,46.0,42.5,21.0,42.5,23,3,17,15,36,24,21,29,25,20,26,63,26,60
48,0.165575,0.096148,0.052326,0.254902,0.353846,0.272733,0.43287,0.190039,0.181818,0.278689,0.055,0.128571,0.073856,0.290864,Gilberto,Juventude,Juventude,CF,CF,12,35,400000,2024-12-31,19,1052,Brazil,Brazil,right,178,75,no,BRA1,Testing,2024,Segundo Atacante,0.291,49,58,15,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,47,44,44.5,44.0,32,42.5,25.0,51.0,39.0,37.5,49.0,49.5,53,18,24,23,24,44,26,56,12,32,35,15,14,8
49,0.354753,0.347051,0.127907,0.294118,0.339971,0.0,0.0,0.248844,0.181818,0.284153,0.295,0.314286,0.190883,0.239813,E. Rodríguez,Atlético GO,Atlético GO,CF,CF,12,21,0,,21,1219,Uruguay,Uruguay,left,190,77,yes,BRA1,Testing,2024,Segundo Atacante,0.24,50,58,13,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,20,12,26.0,39.0,35,54.0,54.0,44.0,39.0,35.5,17.0,31.5,39,65,79,55,32,39,6,6,24,32,38,70,45,32
50,0.175063,0.107328,0.186047,0.666667,0.550426,0.111121,0.094017,0.47633,0.090909,0.174863,0.045,0.114286,0.137872,0.206283,Kaio Jorge,Cruzeiro,Cruzeiro,"CF, RWF, LWF",CF,12,22,4000000,2028-12-31,14,1120,Brazil,Brazil,right,182,71,no,BRA1,Testing,2024,Segundo Atacante,0.206,51,58,12,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,45,43,15.5,13.0,17,49.0,49.0,16.5,51.0,50.0,52.0,51.5,44,22,25,73,77,70,15,15,71,12,13,10,11,24
51,0.746181,0.618258,0.267442,0.137255,0.198561,0.0,0.0,0.185755,0.0,0.0,0.04,0.171429,0.099095,0.16392,John Kennedy,Fluminense,Fluminense,"CF, LAMF",CF,12,22,7000000,2026-12-31,19,781,Brazil,Brazil,right,181,73,no,BRA1,Testing,2024,Segundo Atacante,0.164,52,58,10,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,3,2,9.0,51.0,49,54.0,54.0,52.0,57.0,58.0,54.0,45.0,51,94,96,84,12,15,6,6,10,1,0,6,22,12
52,0.224411,0.0,0.081395,0.27451,0.162314,0.0,0.0,0.258592,0.227273,0.448087,0.54,0.2,0.293516,0.121605,Pedro Raul,Corinthians,Corinthians,CF,CF,12,27,3000000,2028-12-31,17,658,Brazil,Brazil,right,193,86,no,BRA1,Testing,2024,Segundo Atacante,0.122,53,58,8,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,36,58,32.0,42.0,52,54.0,54.0,42.0,32.5,13.5,2.0,42.5,21,37,0,44,27,10,6,6,27,43,76,96,26,63
53,0.106448,0.070732,0.063953,0.156863,0.170559,0.0,0.0,0.24569,0.590909,0.63388,0.24,0.457143,0.453511,0.110141,Éder,Criciúma,Criciúma,CF,CF,12,37,0,2024-12-31,16,853,Brazil,"Brazil, Italy",right,179,78,no,BRA1,Testing,2024,Segundo Atacante,0.11,54,58,6,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,52,51,37.0,49.5,50,54.0,54.0,45.0,7.0,7.0,25.0,22.5,8,10,12,36,14,13,6,6,22,87,87,56,61,86
54,0.396221,0.200542,0.523256,0.0,0.125295,0.0,0.0,0.0,0.318182,0.196721,0.105,0.0,0.0,0.039181,Everton Galdino,Grêmio,Grêmio,"CF, LW, RW",CF,12,27,2000000,2026-12-31,12,502,Brazil,Brazil,left,178,76,no,BRA1,Testing,2024,Segundo Atacante,0.039,55,58,5,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,14,26,3.0,58.0,54,54.0,54.0,58.0,23.5,45.0,45.5,55.5,58,75,55,94,0,6,6,6,0,59,22,21,4,0
55,0.280244,0.133153,0.087209,0.098039,0.083724,0.0,0.0,0.118046,0.136364,0.245902,0.0,0.428571,0.191728,0.027351,Gabriel Taliari,Juventude,Juventude,CF,CF,12,27,600000,2026-12-31,14,606,Brazil,Brazil,right,177,66,no,BRA1,Testing,2024,Segundo Atacante,0.027,56,58,3,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,28,38,31.0,55.0,56,54.0,54.0,54.0,46.0,41.0,58.0,24.0,37,51,34,46,5,3,6,6,6,20,29,0,58,36
56,0.036456,0.026832,0.0,0.372549,0.044693,0.0,0.0,0.53982,0.0,0.065574,0.105,0.0,0.104481,0.013796,L. Alario,Internacional,Internacional,CF,CF,12,32,1500000,2025-12-31,15,745,Argentina,"Argentina, Italy",right,184,78,no,BRA1,Testing,2024,Segundo Atacante,0.014,57,58,1,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,57,57,55.0,33.5,57,54.0,54.0,9.0,57.0,57.0,45.5,55.5,50,1,1,5,42,1,6,6,84,1,1,21,4,13
57,0.112688,0.062933,0.0,0.098039,0.169315,0.0,0.0,0.350649,0.181818,0.229508,0.205,0.4,0.060319,0.0,João Pedro,Fenerbahçe,Grêmio,CF,CF,12,32,3000000,2025-06-30,11,640,Brazil,"Brazil, Italy",right,184,73,no,BRA1,Testing,2024,Segundo Atacante,0.0,58,58,0,0.315549,0.22255,0.159583,0.448952,0.419949,0.390007,0.385202,0.377119,0.304859,0.363671,0.24319,0.388177,0.269181,51,52,55.0,55.0,51,54.0,54.0,31.0,39.0,42.5,32.5,25.0,54,12,10,5,5,12,6,6,46,32,26,43,56,6
