Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
10,R. Ríos,Palmeiras,Palmeiras,"RDMF, LCMF, AMF",RDMF,7,24,10000000,2026-12-31,13,955,Colombia,Colombia,right,185,78,no,9.24,2.071629,7.63077,4.803984000000001,2.36,2.826052,0.84819,1.32,4.713273,BRA1,Testing,2024,0.4937941587685075,0.5195931292528534,0.5066936440106804
11,Gabriel Menino,Palmeiras,Palmeiras,"LDMF, LAMF, RCMF",LDMF,7,23,9000000,2027-12-31,19,1026,Brazil,Brazil,right,180,78,no,10.0,3.248378,9.299563000000001,6.225023999999999,2.63,3.245039,1.313505,1.23,5.699513,BRA1,Testing,2024,0.8051261894199679,0.8976294078895106,0.8513777986547393
12,E. Pulgar,Flamengo,Flamengo,"RDMF, RCMF, LDMF",RDMF,7,30,5000000,2025-12-31,13,1047,Chile,Chile,right,187,74,no,8.94,1.12039,11.347416,4.63966,0.43,0.688,0.17142,0.52,6.192300999999999,BRA1,Testing,2024,0.4163071371609125,0.4601426562937849,0.4382248967273487
13,J. Sforza,Vasco da Gama,Vasco da Gama,"DMF, LCMF, LDMF",DMF,7,22,4500000,2028-12-31,18,1066,Argentina,"Argentina, Italy",left,179,71,no,7.94,3.461315,10.218054,4.89875,0.51,1.012,0.17,1.01,5.320589999999999,BRA1,Testing,2024,0.4335428788578044,0.5161288389003423,0.4748358588790734
14,Raul,Red Bull Bragantino,Red Bull Bragantino,"DMF, RDMF, LCMF",DMF,7,28,1500000,2024-12-31,17,1081,Brazil,Brazil,right,180,73,no,8.91,3.914262,11.076156,6.078209999999999,0.83,0.748446,0.252,0.5,6.242586999999999,BRA1,Testing,2024,0.69672427902496,0.7603360745111722,0.7285301767680661
15,Jadsom Silva,Red Bull Bragantino,Red Bull Bragantino,"DMF, RB, RDMF",DMF,7,23,4000000,2025-12-31,18,1083,Brazil,Brazil,right,173,67,no,10.97,2.989341,10.302714,5.154435000000001,0.75,0.7473829999999999,0.2475,0.83,5.402497,BRA1,Testing,2024,0.8869715984663931,0.922540516002295,0.904756057234344
16,Lima,Fluminense,Fluminense,"LDMF, RDMF, CF",LDMF,7,28,3000000,2025-12-31,16,1095,Brazil,Brazil,right,181,73,no,5.67,1.394,9.453411,2.136456,1.73,4.355162,1.234368,1.56,2.548057,BRA1,Testing,2024,0.05380622583602565,0.06447579525185698,0.05914101054394132
17,Higor Meritão,Criciúma,Criciúma,"DMF, LCMF, LDMF",DMF,7,30,1300000,2024-12-31,16,1104,Brazil,Brazil,left,186,85,yes,8.97,1.05625,11.084688,4.563504,0.73,1.710464,0.325698,0.73,3.915765,BRA1,Testing,2024,0.3899033606013786,0.4002183535095255,0.3950608570554521
18,Breno Bidon,Corinthians U20,Corinthians,"RDMF, LDMF, LCMF",RDMF,7,19,0,,17,1178,Brazil,Brazil,left,174,70,no,7.33,3.28719,9.093060000000001,5.427632,1.07,2.522345,0.611398,1.07,5.502354,BRA1,Testing,2024,0.4493486882600076,0.4819267447148496,0.4656377164874286
19,Danilo Barbosa,Botafogo,Botafogo,"RDMF, RCMF, LCMF",RDMF,7,28,2500000,2025-06-30,22,1203,Brazil,Brazil,right,183,74,no,9.05,1.646932,9.799173999999999,4.560106999999999,1.05,2.767413,0.675,0.82,4.71339,BRA1,Testing,2024,0.4656822906191554,0.4921145828306815,0.4788984367249185
20,André,Fluminense,Fluminense,"LDMF, RDMF, RCMF",LDMF,7,23,25000000,2026-12-31,12,1208,Brazil,Brazil,right,176,77,no,8.2,1.488807,11.92376,3.202848,0.97,3.728076,0.9715639999999999,0.6,5.659653,BRA1,Testing,2024,0.2449330895815819,0.3374512234195871,0.2911921565005845
21,Léo Ortiz,Flamengo,Flamengo,"RDMF, RCB, RCMF",RDMF,7,28,8000000,2028-12-31,16,1216,Brazil,Brazil,right,185,82,no,6.66,2.661243,11.103024,5.850856,0.89,0.8872019999999999,0.444,1.11,5.252268,BRA1,Testing,2024,0.439379479067345,0.4088165413433608,0.4240980102053529
22,Hugo Moura,Vasco da Gama,Vasco da Gama,"RDMF, RCMF",RDMF,7,26,1500000,2026-06-30,17,1237,Brazil,Brazil,right,182,79,yes,10.26,3.785418,9.898287,5.601357999999999,1.38,1.453397,0.802025,0.58,4.875488,BRA1,Testing,2024,0.8777094625283312,0.9159039019326518,0.8968066822304914
23,Allan,Flamengo,Flamengo,"LDMF, RDMF, LCMF",LDMF,7,27,6000000,2027-12-31,19,1241,Brazil,Brazil,left,172,74,no,10.08,2.537355,9.7875,4.56918,1.09,1.09,0.581297,1.31,6.672048,BRA1,Testing,2024,0.6133684852818103,0.7202234267525777,0.666795956017194
24,Lucas Kal,Al Riyadh,Atlético GO,"DMF, RDMF",DMF,7,28,1400000,2025-05-30,17,1302,Brazil,"Brazil, Italy",right,186,78,no,8.36,2.42,8.708352,5.391976000000001,0.55,0.8306999999999999,0.205728,0.48,5.393454,BRA1,Testing,2024,0.478409217958638,0.4894550559588466,0.4839321369587423
25,Luan Silva,Vitória,Vitória,"DMF, RCMF",DMF,7,25,2000000,2026-12-31,19,1339,Brazil,Brazil,right,175,81,yes,5.85,1.683048,6.386380000000002,2.35468,0.47,0.9395220000000001,0.27,0.13,2.351181,BRA1,Testing,2024,0.0,0.0,0.0
26,Lucas Sasha,Fortaleza,Fortaleza,"RDMF, RCMF, LDMF",RDMF,7,34,400000,2025-12-31,20,1344,Brazil,"Brazil, Italy",right,177,67,no,13.46,1.541568,6.766799000000001,2.74628,0.8,1.539632,0.5333600000000001,0.47,3.21372,BRA1,Testing,2024,0.565235949196112,0.6366236064075472,0.6009297778018297
27,Thiago Maia,Internacional,Internacional,"LDMF, DMF, LCMF",LDMF,7,27,6000000,2026-12-31,17,1371,Brazil,Brazil,left,179,79,no,9.26,2.098514,11.092808,4.663304,0.98,1.443123,0.462,0.59,5.1824,BRA1,Testing,2024,0.5502123266967457,0.5841546944970509,0.5671835105968983
28,Bruno Henrique,Internacional,Internacional,"RDMF, RAMF, LCMF",RDMF,7,34,500000,2025-12-31,22,1463,Brazil,"Brazil, Italy",right,180,75,no,8.06,1.537742,8.428215,4.7355,1.41,1.53819,0.308805,0.8,4.553253000000001,BRA1,Testing,2024,0.3085768735077995,0.2996367504491263,0.3041068119784629
29,Luiz Gustavo,São Paulo,São Paulo,"LDMF, DMF",LDMF,7,37,350000,2024-12-31,17,1473,Brazil,"Brazil, Germany",left,186,77,no,6.97,1.893052,12.33992,5.98884,0.98,1.711696,0.305,0.73,6.7176,BRA1,Testing,2024,0.3725242380600751,0.366557778086982,0.3695410080735285
30,Mateus Carvalho,Vasco da Gama,Vasco da Gama,"LDMF, LCMF",LDMF,7,22,800000,2027-12-31,20,1483,Brazil,Brazil,left,174,74,no,11.89,2.123968,10.557693,4.97994,1.09,2.124144,0.545625,0.3,5.585412,BRA1,Testing,2024,0.7995925966779036,0.977695172085673,0.8886438843817883
31,Alisson,São Paulo,São Paulo,"RDMF, RCMF, LDMF",RDMF,7,31,2000000,2024-12-31,16,1500,Brazil,Brazil,right,174,73,no,7.14,4.80018,12.120354,6.179664,1.38,2.880024,0.72,0.78,7.620318,BRA1,Testing,2024,0.6109241552514558,0.7170208645540516,0.6639725099027537
32,Fernandinho,Athletico Paranaense,Athletico Paranaense,"LDMF, LCMF, RCMF",LDMF,7,39,400000,2024-12-31,18,1522,Brazil,Brazil,right,179,67,no,5.68,3.726261,14.076828,9.398312,2.31,2.604044,1.24098,2.07,9.638685,BRA1,Testing,2024,0.8398134845583379,0.9811280561929556,0.9104707703756467
33,Hércules,Fortaleza,Fortaleza,"RDMF, RCMF, LCMF",RDMF,7,23,0,,20,1537,Brazil,Brazil,right,178,75,no,7.61,1.700114,5.740699999999999,3.217018,1.46,2.05128,1.054356,1.35,3.750768,BRA1,Testing,2024,0.1199742026634771,0.1390546363837093,0.1295144195235932
34,Caíque,Juventude,Juventude,"LDMF, LCMF",LDMF,7,28,500000,2024-12-31,17,1570,Brazil,Brazil,right,178,72,no,9.97,1.4885,9.345362,3.380552,0.92,3.040128,0.7987949999999999,0.86,4.587606,BRA1,Testing,2024,0.4812496691681336,0.5326659792937872,0.5069578242309605
35,A. Moreno,Palmeiras,Palmeiras,"RDMF, LCMF, DMF",RDMF,7,25,10000000,2028-12-31,21,1710,Argentina,Argentina,right,178,73,no,8.79,3.367187999999999,11.156838,6.259136999999999,1.0,1.1572,0.4737,0.74,6.896043,BRA1,Testing,2024,0.7010643354551654,0.7483368774524307,0.7247006064537981
36,Martinelli,Fluminense,Fluminense,"RDMF, LCB, LDMF",RDMF,7,22,9000000,2026-12-31,20,1734,Brazil,"Brazil, Italy",right,177,75,no,7.42,2.076346,12.044328,3.476216,1.14,2.44081,0.83,0.93,4.35675,BRA1,Testing,2024,0.1835679862869767,0.2926737316665818,0.2381208589767793
37,Marlon Freitas,Botafogo,Botafogo,"LDMF, LCMF, RCMF",LDMF,7,29,3500000,2025-12-31,23,1838,Brazil,Brazil,right,185,78,no,6.22,4.698561999999999,12.194783,7.830960000000001,0.88,0.4899509999999999,0.144,1.13,7.886892,BRA1,Testing,2024,0.7666840016246617,0.8228240437980757,0.7947540227113687
38,L. Romero,Cruzeiro,Cruzeiro,DMF,DMF,7,30,3200000,2025-12-31,22,1860,Argentina,"Argentina, Italy",right,170,68,no,9.48,3.142769000000001,11.419866,5.657295,0.68,1.402469,0.4379999999999999,0.39,5.415984,BRA1,Testing,2024,0.7092389991800291,0.7633530280793323,0.7362960136296807
39,Erick,Athletico Paranaense,Athletico Paranaense,"RDMF, RCMF, RB",RDMF,7,26,4000000,2026-12-31,22,1885,Brazil,Brazil,right,176,67,no,9.41,2.19555,7.688506000000001,3.964885,0.76,1.481675,0.382184,0.95,4.962534,BRA1,Testing,2024,0.4958852290386021,0.5038676762309982,0.4998764526348001
40,Lucas Mineiro,Cuiabá,Cuiabá,"DMF, RDMF, LDMF",DMF,7,28,1400000,2026-12-31,21,1899,Brazil,Brazil,left,188,80,no,8.34,1.469875,6.637410000000001,3.45587,0.47,1.612794,0.378643,0.71,4.215978,BRA1,Testing,2024,0.2013069248452852,0.2195202066364826,0.2104135657408839
41,Raniele,Corinthians,Corinthians,"RDMF, DMF, LDMF",RDMF,7,27,3500000,2028-12-31,23,1972,Brazil,Brazil,right,184,78,no,11.32,1.644138,6.431995999999999,2.099856,0.82,1.553607,0.4565399999999999,0.59,2.329272,BRA1,Testing,2024,0.5450904048617015,0.5737099160250689,0.5594001604433851
42,Jádson,Juventude,Juventude,"RDMF, RCMF",RDMF,7,31,1000000,2025-12-31,21,1981,Brazil,Brazil,right,171,67,no,9.36,1.996368,9.67402,4.451195,1.32,2.5911,0.7235280000000001,0.5,4.496176,BRA1,Testing,2024,0.520432683556615,0.5540194636659115,0.5372260736112633
43,Caio Alexandre,Bahia,Bahia,DMF,DMF,7,25,6500000,2028-12-31,24,2087,Brazil,Brazil,right,175,68,no,7.29,2.805024,14.228656,5.736948999999999,1.34,2.459142,0.602613,2.59,8.758302,BRA1,Testing,2024,0.500216154240633,0.5960231529017179,0.5481196535711754
