Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Passes_Longos_Certos_LM,Passes_Progressivos_Certos_LM,Passes_Laterais_Certos_LM,Ações_Ofensivas_BemSucedidas_LM,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Acelerações_LM,xA_LM,Assistência_Finalização_LM,Passes_TerçoFinal_Certos_LM,Deep_Completions_LM,Deep_Completed_Crosses_LM,Passes_ÁreaPênalti_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Passes_Longos_Certos_Rank,Passes_Progressivos_Certos_Rank,Passes_Laterais_Certos_Rank,Ações_Ofensivas_BemSucedidas_Rank,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Acelerações_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_TerçoFinal_Certos_Rank,Deep_Completions_Rank,Deep_Completed_Crosses_Rank,Passes_ÁreaPênalti_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Passes_Laterais_Certos_Percentil,Ações_Ofensivas_BemSucedidas_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Acelerações_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_TerçoFinal_Certos_Percentil,Deep_Completions_Percentil,Deep_Completed_Crosses_Percentil,Passes_ÁreaPênalti_Certos_Percentil
23,0.619977,0.335622,0.266813,0.402244,0.449517,0.484077,0.294118,0.205269,0.097826,0.190721,0.383202,0.37963,0.611111,0.560241,0.455823,0.210938,0.449735,0.55871,0.488249,Jonathan,Criciúma,Criciúma,RB,RB,1,32,300000,2024-12-31,15,665,Brazil,Brazil,right,178,62,no,BRA1,Testing,2024,Lateral Equilibrado,0.488,24,76,68,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,14.0,36,49,26,31,13,25.0,41,71.5,27.0,29.0,27.5,17.5,10.5,28,61.5,29.0,16.0,81,52,35,65,59,82,67,46,5,64,61,63,76,86,63,19,61,78
24,0.470723,0.387661,0.611563,0.452878,0.392474,0.12563,0.32605,0.040245,0.565217,0.05888,0.265092,0.111111,0.722222,0.487952,0.333943,0.5625,0.89418,0.679496,0.470242,J. Rodríguez,Vasco da Gama,Vasco da Gama,RB,RB,1,27,2500000,2025-12-31,15,751,Uruguay,Uruguay,right,183,74,no,BRA1,Testing,2024,Lateral Equilibrado,0.47,25,76,67,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,26.0,26,12,21,39,67,21.0,71,12.0,59.5,42.0,65.5,10.5,19.0,48,13.0,2.0,6.0,65,65,84,72,48,11,72,6,84,21,44,13,86,75,36,82,97,92
25,0.380023,0.173715,1.0,0.655651,0.640175,0.39267,0.169748,0.094614,0.307971,0.085003,0.165354,0.351852,0.333333,0.36747,0.525654,0.296875,0.280423,0.379223,0.456678,Tinga,Fortaleza,Fortaleza,RB,RB,1,31,1200000,2026-04-30,25,2119,Brazil,Brazil,right,179,78,no,BRA1,Testing,2024,Lateral Equilibrado,0.457,26,76,65,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,40.0,62,1,8,12,20,52.0,60,45.0,53.0,61.0,32.5,50.5,36.0,17,48.5,50.0,37.5,47,18,98,89,84,73,31,21,40,30,19,57,33,52,77,36,34,50
26,0.197474,0.162143,0.201026,0.679039,0.438921,0.329871,0.206723,0.081609,0.605072,0.060928,0.186352,0.212963,0.277778,0.228916,0.422641,0.414062,0.52381,0.548151,0.448597,L. Godoy,Athletico Paranaense,Athletico Paranaense,RB,RB,1,29,3800000,2027-12-31,18,1184,Argentina,Argentina,right,173,71,no,BRA1,Testing,2024,Lateral Equilibrado,0.449,27,76,64,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,66.0,64,58,7,33,30,46.0,64,6.0,58.0,55.5,45.0,60.5,59.5,36,32.0,19.0,18.0,13,15,23,90,56,60,39,15,92,23,26,40,20,21,52,57,75,76
27,0.202067,0.129618,0.01233,0.0,0.073116,0.121057,0.998319,0.654206,0.706522,0.860187,1.0,0.212963,0.333333,0.325301,0.0,0.359375,0.544974,0.456142,0.442312,B. Palacios,Atlético Mineiro,Atlético Mineiro,"RWB, RW",RWB,1,21,0,,17,785,Colombia,Colombia,left,178,74,no,BRA1,Testing,2024,Lateral Equilibrado,0.442,28,76,63,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,65.0,70,75,76,74,68,2.0,2,3.0,2.0,1.0,45.0,50.5,41.0,76,39.0,16.0,27.0,14,7,1,0,2,10,97,97,96,97,98,40,33,46,0,48,78,64
28,0.366246,0.355194,0.12465,0.398037,0.493704,0.336536,0.307563,0.215141,0.336957,0.190958,0.16273,0.157407,0.555556,0.518072,0.609296,0.398438,0.21164,0.217573,0.434971,Reinaldo,Grêmio,Grêmio,LB,LB,1,35,500000,2024-12-31,22,2138,Brazil,Brazil,left,178,79,no,BRA1,Testing,2024,Lateral Equilibrado,0.435,29,76,61,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,44.5,32,71,27,26,28,24.0,38,37.0,26.0,62.5,57.0,23.0,15.0,9,34.0,60.0,66.0,41,57,6,64,65,63,68,50,51,65,17,25,69,80,88,55,21,13
29,0.370838,0.366258,0.182378,0.350787,0.428134,0.184121,0.452101,0.31139,0.358696,0.23333,0.404199,0.62037,0.611111,0.506024,0.29807,0.15625,0.835979,0.605085,0.405133,João Lucas,Juventude,Juventude,RB,RB,1,26,1700000,2025-12-31,24,2283,Brazil,Brazil,right,181,72,yes,BRA1,Testing,2024,Lateral Equilibrado,0.405,30,76,60,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,43.0,28,62,39,35,60,5.0,13,31.0,19.0,24.0,7.5,17.5,16.5,60,68.5,4.0,13.0,43,63,18,48,53,21,93,82,59,75,68,90,76,78,21,9,94,82
30,0.173364,0.136499,0.241903,0.291165,0.329004,0.215434,0.403361,0.309354,0.373188,0.295892,0.322835,0.583333,0.888889,1.0,0.376891,0.6875,0.470899,0.553587,0.404211,A. Cruz,Atlético GO,Atlético GO,"LB, LWF, LW",LB,1,24,700000,2024-12-31,29,1843,Uruguay,Uruguay,left,170,67,no,BRA1,Testing,2024,Lateral Equilibrado,0.404,31,76,59,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,68.0,68,52,49,48,52,13.0,14,30.0,11.0,31.0,10.0,3.5,1.0,42,6.0,22.5,17.0,10,10,31,35,36,31,82,81,60,85,59,86,95,98,44,92,70,77
31,0.537313,0.394424,0.069721,0.363988,0.500606,0.352539,0.12437,0.127755,0.315217,0.032256,0.39895,0.361111,0.444444,0.692771,0.432176,0.609375,0.243386,0.334358,0.401265,Claudinho,Criciúma,Criciúma,RB,RB,1,24,1200000,2025-12-31,30,2079,Brazil,Brazil,right,180,75,no,BRA1,Testing,2024,Lateral Equilibrado,0.401,32,76,57,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,23.0,24,72,36,24,27,64.0,55,42.0,66.0,25.0,30.0,35.0,6.0,32,9.5,56.5,44.0,69,68,5,52,68,64,15,27,44,13,67,60,53,92,57,87,25,42
32,0.241102,0.259644,0.31948,0.231035,0.255948,0.424858,0.322689,0.273751,0.57971,0.263633,0.417323,0.472222,0.333333,0.26506,0.443052,0.296875,0.343915,0.391195,0.39005,Ayrton Lucas,Flamengo,Flamengo,LB,LB,1,27,8000000,2027-12-31,26,2137,Brazil,Brazil,left,180,72,no,BRA1,Testing,2024,Lateral Equilibrado,0.39,33,76,56,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,62.0,50,39,58,63,17,22.0,25,11.0,15.0,23.0,19.0,50.5,50.5,30,48.5,41.5,34.0,18,34,48,23,17,77,71,67,85,80,69,75,33,33,60,36,45,55
33,0.73938,0.574921,0.334857,0.472571,0.497441,0.355564,0.131092,0.296789,0.188406,0.118826,0.267717,0.046296,0.333333,0.253012,0.714341,0.523438,0.126984,0.250526,0.388011,Bruno Gomes,Internacional,Internacional,RB,RB,1,23,2500000,2027-12-31,23,1739,Brazil,"Brazil, Italy",right,175,77,no,BRA1,Testing,2024,Lateral Equilibrado,0.388,34,76,55,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,5.0,9,34,17,25,26,62.5,17,63.5,40.0,41.0,74.0,50.5,53.5,5,15.0,70.0,63.0,93,88,55,77,67,65,17,77,16,47,46,2,33,29,93,80,7,17
34,0.366246,0.314368,0.280443,1.0,0.714863,0.242955,0.006723,0.009401,0.065217,0.009813,0.0,0.055556,0.222222,0.204819,0.695997,0.53125,0.074074,0.268792,0.379024,M. Trauco,Criciúma,Criciúma,LB,LB,1,32,1300000,2024-12-31,20,1460,Peru,Peru,left,175,70,no,BRA1,Testing,2024,Lateral Equilibrado,0.379,35,76,53,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,44.5,39,46,1,6,48,75.0,75,74.0,70.0,76.0,72.0,65.0,64.5,6,14.0,73.0,60.0,41,48,39,98,92,36,1,1,2,7,0,5,14,15,92,81,3,21
35,0.350172,0.341059,0.37515,0.410405,0.376851,0.284777,0.347899,0.134431,0.221014,0.117582,0.314961,0.175926,1.0,0.73494,0.23622,0.265625,0.883598,0.736585,0.377083,Lucas Piton,Vasco da Gama,Vasco da Gama,LB,LB,1,24,7000000,2028-12-31,25,2370,Brazil,"Brazil, Italy",left,175,64,no,BRA1,Testing,2024,Lateral Equilibrado,0.377,36,76,52,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,49.0,35,31,24,40,38,18.0,54,55.5,41.0,32.5,52.0,1.5,3.0,66,55.5,3.0,5.0,35,53,59,68,47,50,76,28,26,46,57,31,98,96,13,26,96,93
36,0.621125,0.596797,0.519505,0.037132,0.155219,0.296489,0.341176,0.38961,0.507246,0.275444,0.456693,0.398148,0.388889,0.319277,0.324943,0.398438,0.417989,0.379223,0.376638,Wesley,Flamengo,Flamengo,RB,RB,1,21,0,,25,2115,Brazil,Brazil,right,178,73,no,BRA1,Testing,2024,Lateral Equilibrado,0.377,37,76,51,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,13.0,6,16,75,71,34,19.0,11,15.0,13.0,20.0,25.0,41.5,42.5,51,34.0,32.0,37.5,82,92,78,1,6,55,75,85,80,82,73,67,45,44,32,55,57,50
37,0.591274,0.491869,0.251362,0.342014,0.32317,0.224818,0.445378,0.398763,0.344203,0.359819,0.47769,0.509259,0.666667,0.433735,0.304201,0.335938,0.460317,0.457215,0.3671,Paulo Henrique,Vasco da Gama,Vasco da Gama,RB,RB,1,28,1000000,2027-12-31,29,2285,Brazil,Brazil,right,175,74,no,BRA1,Testing,2024,Lateral Equilibrado,0.367,38,76,50,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,17.0,15,51,40,49,50,8.0,9,35.5,7.0,14.0,16.5,14.5,26.0,57,43.0,25.5,26.0,77,80,32,47,35,34,89,88,53,90,81,78,80,65,25,43,66,65
38,0.431688,0.501081,0.33339,0.213429,0.332786,0.295624,0.287395,0.190373,0.507246,0.210874,0.16273,0.083333,0.166667,0.174699,0.263602,0.476562,0.481481,0.464419,0.365803,M. Ponte,Botafogo,Botafogo,RB,RB,1,21,1500000,2026-12-31,14,1030,Uruguay,Uruguay,right,183,77,no,BRA1,Testing,2024,Lateral Equilibrado,0.366,39,76,48,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,33.0,14,35,61,47,35,27.5,42,15.0,23.0,62.5,68.5,68.0,69.0,62,20.5,21.0,24.0,56,81,53,19,38,53,63,44,80,69,17,9,10,9,18,73,72,68
39,0.557979,0.388161,0.415872,0.387375,0.423627,0.26894,0.376471,0.426109,0.264493,0.326741,0.459318,0.592593,0.277778,0.10241,0.467847,0.3125,0.26455,0.287321,0.358354,Railan,Cuiabá,Cuiabá,"RB, RAMF",RB,1,24,150000,2027-12-31,19,1117,Brazil,Brazil,right,185,75,no,BRA1,Testing,2024,Lateral Equilibrado,0.358,40,76,47,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,19.0,25,26,31,37,41,17.0,5,51.0,8.0,19.0,9.0,60.5,72.0,25,45.0,52.5,54.0,75,67,65,59,51,46,77,93,32,89,75,88,20,5,67,40,30,28
40,0.265212,0.204209,0.675267,0.427843,0.425245,0.205885,0.287395,0.279345,0.59058,0.185143,0.391076,0.5,0.555556,0.391566,0.461658,0.226562,0.354497,0.246255,0.351575,Guilherme Romão,Atlético GO,Atlético GO,LB,LB,1,27,400000,2028-12-31,25,2489,Brazil,Brazil,left,176,75,no,BRA1,Testing,2024,Lateral Equilibrado,0.352,41,76,46,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,59.0,58,8,23,36,55,27.5,20,8.5,28.0,27.0,18.0,23.0,32.5,27,60.0,40.0,64.0,22,23,89,69,52,27,63,73,88,63,64,76,69,57,64,21,47,15
41,0.722158,0.509343,0.616843,0.29827,0.335678,0.270821,0.448739,0.419741,0.333333,0.426833,0.485564,0.675926,0.444444,0.289157,0.305998,0.304688,0.312169,0.227384,0.346405,Willean Lepo,Vitória,Vitória,"RB, RCB",RB,1,27,450000,2026-12-31,22,1859,Brazil,Brazil,right,180,78,no,BRA1,Testing,2024,Lateral Equilibrado,0.346,42,76,44,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,7.0,13,11,48,45,39,6.5,7,38.0,4.0,13.0,5.0,35.0,46.0,56,46.0,46.0,65.0,90,82,85,36,40,48,91,90,50,94,82,93,53,39,26,39,39,14
42,0.548794,0.615549,0.328045,0.387909,0.28262,0.150764,0.262185,0.088727,0.380435,0.125026,0.291339,0.388889,0.666667,0.373494,0.240343,0.4375,0.656085,0.466181,0.338039,R. Cáceres,Vitória,Vitória,RB,RB,1,33,300000,2024-12-31,16,1285,Paraguay,Paraguay,right,180,75,no,BRA1,Testing,2024,Lateral Equilibrado,0.338,43,76,43,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,20.0,4,38,30,58,65,32.0,62,29.0,38.0,36.0,26.0,14.5,35.0,65,27.5,10.0,23.0,73,94,50,60,23,14,57,18,61,50,52,65,80,53,14,63,86,69
43,0.882893,1.0,0.037468,0.386842,0.418759,0.403391,0.139496,0.255558,0.271739,0.05888,0.55643,0.416667,0.0,0.0,0.608484,0.351562,0.195767,0.259133,0.333465,A. Giay,Palmeiras,Palmeiras,"RB, RWB",RB,1,20,0,,8,601,Argentina,Argentina,right,180,73,no,BRA1,Testing,2024,Lateral Equilibrado,0.333,44,76,42,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,2.0,1,73,32,38,18,59.5,30,49.5,59.5,9.0,24.0,76.0,76.0,10,40.5,62.0,62.0,97,98,3,57,50,76,21,60,34,21,88,68,0,0,86,46,18,18
44,0.402985,0.254494,0.21193,0.168486,0.222154,0.269482,0.448739,0.27525,0.286232,0.269549,0.511811,0.87963,0.5,0.289157,0.36017,0.125,0.714286,0.60867,0.312145,Patric,Vitória,Vitória,LB,LB,1,30,300000,2024-12-31,10,568,Brazil,Brazil,left,181,74,no,BRA1,Testing,2024,Lateral Equilibrado,0.312,45,76,40,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,38.0,51,56,69,66,40,6.5,23,46.5,14.0,12.0,4.0,29.0,46.0,45,71.0,7.5,11.0,50,32,26,9,13,47,91,69,38,81,84,94,61,39,40,6,90,85
45,0.727899,0.422079,0.656831,0.572928,0.513501,0.308029,0.131092,0.18283,0.192029,0.102481,0.097113,0.25,0.444444,0.445783,0.407533,0.28125,0.206349,0.29322,0.311794,Marçal,Botafogo,Botafogo,LB,LB,1,35,600000,2024-12-31,14,1010,Brazil,Brazil,left,178,72,no,BRA1,Testing,2024,Lateral Equilibrado,0.312,46,76,39,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,6.0,22,10,12,21,31,62.5,44,62.0,47.0,71.0,39.0,35.0,24.0,38,52.5,61.0,51.0,92,71,86,84,72,59,17,42,18,38,6,48,53,68,50,30,19,32
46,0.439724,0.24903,0.294178,0.603604,0.451186,0.189239,0.245378,0.271628,0.206522,0.174696,0.125984,0.055556,0.388889,0.186747,0.424703,0.445312,0.359788,0.404717,0.300752,Felipe Jonatan,Fortaleza,Fortaleza,LB,LB,1,26,2000000,2027-04-30,19,1579,Brazil,Brazil,left,176,77,no,BRA1,Testing,2024,Lateral Equilibrado,0.301,47,76,38,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,30.5,52,43,9,30,59,37.0,26,60.0,30.0,67.0,72.0,41.5,68.0,35,25.5,39.0,32.0,59,31,43,88,60,22,51,65,21,60,11,5,45,10,53,66,48,57
47,0.625718,0.372727,0.471389,0.236705,0.313546,0.116792,0.292437,0.225669,0.59058,0.127941,0.2021,0.148148,0.722222,0.271084,0.31701,0.296875,0.396825,0.291872,0.286016,Cuiabano,Botafogo,Botafogo,LB,LB,1,21,0,,21,1653,Brazil,Brazil,left,179,82,no,BRA1,Testing,2024,Lateral Equilibrado,0.286,48,76,36,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,12.0,27,19,55,51,69,26.0,35,8.5,37.0,52.0,60.0,10.5,49.0,53,48.5,35.5,53.0,84,64,75,27,32,9,65,53,88,51,31,21,86,35,30,36,53,30
48,0.374282,0.306011,0.491381,0.35445,0.433541,0.37846,0.189916,0.277852,0.0,0.112085,0.461942,0.898148,0.333333,0.349398,0.544906,0.09375,0.455026,0.390839,0.28402,Fernando,Athletico Paranaense,Athletico Paranaense,LB,LB,1,25,450000,2026-12-31,11,740,Brazil,Brazil,left,181,77,no,BRA1,Testing,2024,Lateral Equilibrado,0.284,49,76,35,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,42.0,41,18,38,34,24,48.0,21,76.0,44.0,17.5,3.0,50.5,39.0,15,74.0,27.5,35.0,44,46,76,50,55,68,36,72,0,42,76,96,33,48,80,2,63,53
49,0.748565,0.588218,0.291865,0.198318,0.280521,0.247596,0.260504,0.299105,0.612319,0.220162,0.244094,0.0,0.722222,0.590361,0.22146,0.265625,0.238095,0.214486,0.2828,Rubens,Atlético Mineiro,Atlético Mineiro,"LWB, LB",LWB,1,23,4000000,2027-12-31,12,797,Brazil,Brazil,left,178,66,no,BRA1,Testing,2024,Lateral Equilibrado,0.283,50,76,34,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,4.0,7,44,64,59,45,33.0,16,5.0,20.0,46.0,75.5,10.5,7.5,67,55.5,58.0,67.0,94,90,42,15,22,40,56,78,93,73,39,0,86,90,11,26,23,11
50,0.117107,0.129556,0.329301,0.222357,0.30024,0.389005,0.183193,0.259399,0.202899,0.1589,0.566929,0.935185,0.5,0.349398,0.495175,0.398438,0.296296,0.305185,0.28153,Diogo Barbosa,Fluminense,Fluminense,LB,LB,1,32,600000,2024-12-31,20,1599,Brazil,Brazil,left,179,70,no,BRA1,Testing,2024,Lateral Equilibrado,0.282,51,76,32,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,72.0,71,37,59,54,21,50.0,28,61.0,35.0,8.0,2.0,29.0,39.0,22,34.0,47.5,48.0,5,6,51,22,28,72,34,63,19,53,89,97,61,48,71,55,37,36
51,0.27899,0.265038,0.415917,0.330947,0.297356,0.285522,0.211765,0.15481,0.666667,0.083517,0.262467,0.546296,0.5,0.590361,0.258804,0.234375,0.539683,0.280936,0.271956,Maguinho,Atlético GO,Atlético GO,RB,RB,1,32,300000,2024-12-31,20,1513,Brazil,Brazil,right,175,70,no,BRA1,Testing,2024,Lateral Equilibrado,0.272,52,76,31,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,57.0,47,25,43,55,36,43.5,49,4.0,54.0,43.5,14.0,29.0,7.5,63,59.0,17.5,58.0,25,38,67,43,27,52,42,35,94,28,42,81,61,90,17,22,76,23
52,0.318025,0.263081,0.409577,0.37821,0.26345,0.245412,0.257143,0.395509,0.217391,0.218866,0.425197,0.555556,0.166667,0.240964,0.519332,0.429688,0.248677,0.40401,0.257318,Welington,São Paulo,São Paulo,"LB, LWB",LB,1,23,3500000,2024-12-31,21,1797,Brazil,Brazil,left,177,73,no,BRA1,Testing,2024,Lateral Equilibrado,0.257,53,76,30,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,54.0,49,27,33,61,46,35.0,10,58.0,21.0,22.0,13.0,68.0,56.5,18,29.5,54.5,33.0,28,35,64,56,19,39,53,86,23,72,71,82,10,25,76,61,28,56
53,0.384615,0.272012,0.465526,0.39383,0.512615,0.212932,0.115966,0.114361,0.398551,0.092537,0.283465,0.638889,0.277778,0.240964,0.474319,0.164062,0.169312,0.113216,0.251263,Nathan Mendes,Red Bull Bragantino,Red Bull Bragantino,RB,RB,1,22,1000000,2028-12-31,16,1311,Brazil,Brazil,right,182,79,no,BRA1,Testing,2024,Lateral Equilibrado,0.251,54,76,28,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,39.0,46,21,28,22,53,65.0,57,27.0,50.0,38.0,6.0,60.5,56.5,23,66.5,64.0,73.0,48,39,72,63,71,30,14,25,64,34,50,92,20,25,69,12,15,3
54,0.270953,0.264589,0.702512,0.378011,0.352651,0.20038,0.146218,0.174817,0.394928,0.034046,0.173228,0.444444,0.277778,0.198795,0.208593,0.28125,0.455026,0.386527,0.226255,Fábio,Grêmio,Grêmio,"RB, LB, RWB",RB,1,34,500000,2024-12-31,12,745,Brazil,"Brazil, Portugal",right,172,66,no,BRA1,Testing,2024,Lateral Equilibrado,0.226,55,76,27,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,58.0,48,7,34,43,57,56.0,47,28.0,65.0,59.5,21.5,60.5,67.0,70,52.5,27.5,36.0,23,36,90,55,43,25,26,38,63,14,21,71,20,11,7,30,63,52
55,0.566016,0.585154,0.304264,0.234347,0.213366,0.195156,0.186555,0.094057,0.318841,0.005547,0.254593,0.324074,0.833333,0.542169,0.198027,0.273438,0.714286,0.540029,0.220966,Hugo,Botafogo,Botafogo,LB,LB,1,23,3000000,2026-12-31,9,513,Brazil,Brazil,left,175,67,no,BRA1,Testing,2024,Lateral Equilibrado,0.221,56,76,26,0.418802,0.337278,0.366916,0.374393,0.411494,0.322095,0.26475,0.22442,0.352212,0.170837,0.322697,0.32578,0.445175,0.3685,0.416126,0.38384,0.388193,0.402207,18.0,8,41,56,67,58,49.0,61,41.0,73.0,45.0,34.0,5.0,12.0,71,54.0,7.5,19.0,76,89,46,26,11,23,35,19,46,3,40,55,93,84,6,28,90,75
