Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Laterais_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Finalizações_Bloqueadas_LM,Interceptações_Ajustadas_a_Posse_LM,Passes_Laterais_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Finalizações_Bloqueadas_Rank,Interceptações_Ajustadas_a_Posse_Rank,Passes_Laterais_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Finalizações_Bloqueadas_Percentil,Interceptações_Ajustadas_a_Posse_Percentil,Passes_Laterais_Certos_Percentil
14,0.857391,0.863423,0.108856,0.097222,0.555814,0.18335,0.808606,R. Saravia,Atlético Mineiro,Atlético Mineiro,"RCB, RB",RCB,4,31,2500000,2025-12-31,24,1935,Argentina,Argentina,right,178,73,no,BRA1,Testing,2024,Zagueiro Defensivo,0.809,15,84,82,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,5.0,2,83,83.0,29.0,74,94,97,1,1,65,11
15,0.735652,0.483388,0.445291,0.611111,0.655814,0.394548,0.78182,Pedro Geromel,Grêmio,Grêmio,"RCB, LCB",RCB,4,39,200000,2024-12-31,9,614,Brazil,"Brazil, Italy",right,190,84,no,BRA1,Testing,2024,Zagueiro Defensivo,0.782,16,84,80,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,14.5,34,36,9.5,20.5,44,82,59,57,88,75,47
16,0.589565,0.453593,0.679075,0.416667,0.697674,0.52242,0.781276,A. Barboza,Botafogo,Botafogo,LCB,LCB,4,29,2500000,2026-12-31,21,1802,Argentina,"Argentina, Uruguay",left,193,79,no,BRA1,Testing,2024,Zagueiro Defensivo,0.781,17,84,79,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,27.0,39,8,33.0,13.0,26,67,53,90,60,84,69
17,0.655652,0.77099,0.545916,0.416667,0.355814,0.660967,0.756219,Thiago Santos,Fluminense,Fluminense,LCB,LCB,4,35,250000,2025-12-31,21,1805,Brazil,Brazil,right,181,78,no,BRA1,Testing,2024,Zagueiro Defensivo,0.756,18,84,78,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,21.5,5,20,33.0,57.0,15,74,94,76,60,32,82
18,0.561739,0.591786,0.592908,0.4375,0.583721,0.669433,0.756159,Igor Rabello,Atlético Mineiro,Atlético Mineiro,"RCB, CB",RCB,4,29,2000000,2025-12-31,12,855,Brazil,Brazil,right,190,90,no,BRA1,Testing,2024,Zagueiro Defensivo,0.756,19,84,77,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,31.0,17,16,29.0,25.0,12,63,79,80,65,70,85
19,0.673043,0.111261,0.458399,0.708333,1.0,0.290055,0.73816,Alix Vinicius,Atlético GO,Atlético GO,"LCB, CB",LCB,4,24,1000000,2026-12-31,18,1590,Brazil,Brazil,right,195,76,no,BRA1,Testing,2024,Zagueiro Defensivo,0.738,20,84,76,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,19.0,81,34,5.0,1.0,62,77,3,59,94,98,26
20,0.681739,0.531949,0.289482,0.520833,0.790698,0.272652,0.73724,Eduardo Santos,Red Bull Bragantino,Red Bull Bragantino,LCB,LCB,4,26,900000,2028-06-30,18,1561,Brazil,Brazil,right,196,90,no,BRA1,Testing,2024,Zagueiro Defensivo,0.737,21,84,75,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,17.0,25,67,18.5,7.0,65,79,70,20,77,91,22
21,0.598261,0.280342,0.521904,0.513889,0.732558,0.332529,0.698658,Maicon,Vasco da Gama,Vasco da Gama,"RCB, LCB",RCB,4,36,250000,2024-12-31,26,2316,Brazil,"Brazil, Portugal",right,191,80,no,BRA1,Testing,2024,Zagueiro Defensivo,0.699,22,84,73,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,26.0,59,24,20.0,8.0,55,69,29,71,76,90,34
22,0.65913,0.50335,0.237269,0.284722,0.690698,0.665973,0.688346,Bruno Fuchs,Atlético Mineiro,Atlético Mineiro,"CB, LCB, RCB",CB,4,25,2000000,2026-06-30,22,1970,Brazil,Brazil,right,190,85,no,BRA1,Testing,2024,Zagueiro Defensivo,0.688,23,84,72,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,20.0,30,74,61.5,15.0,13,76,64,11,26,82,84
23,0.631304,0.46005,0.340232,0.326389,0.669767,0.411881,0.686538,André Ramalho,Corinthians,Corinthians,"CB, RCB",CB,4,32,2500000,2026-12-31,12,1159,Brazil,"Brazil, Italy",right,182,78,no,BRA1,Testing,2024,Zagueiro Defensivo,0.687,24,84,71,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,23.0,37,60,53.0,16.5,38,72,55,28,36,80,54
24,0.525217,0.672452,0.63505,0.375,0.469767,0.656111,0.678318,Vitor Reis,Palmeiras U20,Palmeiras,RCB,RCB,4,18,0,,13,1157,Brazil,Brazil,right,186,77,no,BRA1,Testing,2024,Zagueiro Defensivo,0.678,25,84,70,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,36.5,10,11,44.5,40.0,17,56,88,86,47,52,79
25,0.655652,0.570346,0.50032,0.381944,0.293023,0.498495,0.677081,Gustavo Martins,Grêmio,Grêmio,"RCB, LCB",RCB,4,22,3000000,2027-12-31,18,1479,Brazil,Brazil,right,191,77,no,BRA1,Testing,2024,Zagueiro Defensivo,0.677,26,84,69,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,21.5,21,27,42.0,65.5,28,74,75,67,50,22,66
26,0.53913,0.614826,0.647006,0.25,0.427907,0.831627,0.661556,Diego Costa,Krasnodar,São Paulo,"RCB, LCB",RCB,4,25,3500000,2029-06-30,14,1007,Brazil,Brazil,right,184,73,no,BRA1,Testing,2024,Zagueiro Defensivo,0.662,27,84,67,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,33.0,14,10,68.0,44.5,4,60,83,88,19,47,95
27,0.674783,0.592693,0.500501,0.1875,0.032558,0.336463,0.65182,Caio Vinícius,Vitória,Vitória,"RCB, LCMF",RCB,4,25,1500000,2024-12-31,10,657,Brazil,Brazil,right,187,80,no,BRA1,Testing,2024,Zagueiro Defensivo,0.652,28,84,66,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,18.0,16,26,79.0,81.0,53,78,80,69,5,3,36
28,0.622609,0.652106,0.270884,0.416667,0.551163,0.411875,0.645574,N. Ferraresi,São Paulo,São Paulo,"LCB, RB, RCB",LCB,4,25,3500000,2027-12-31,14,1054,Venezuela,"Venezuela, Italy",right,190,80,no,BRA1,Testing,2024,Zagueiro Defensivo,0.646,29,84,65,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,24.0,11,71,33.0,30.0,39,71,86,15,60,64,53
29,0.532174,0.626352,0.724166,0.256944,0.255814,0.407452,0.611684,Sabino,São Paulo,São Paulo,"LCB, LB",LCB,4,28,1000000,2026-12-31,8,721,Brazil,Brazil,left,185,88,no,BRA1,Testing,2024,Zagueiro Defensivo,0.612,30,84,64,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,34.5,13,5,67.0,69.5,41,58,84,94,20,17,51
30,0.575652,0.184394,0.475893,0.756944,0.669767,0.116088,0.605849,W. Ángel,Criciúma,Criciúma,LCB,LCB,4,31,250000,2024-12-31,11,993,Venezuela,Venezuela,right,188,84,no,BRA1,Testing,2024,Zagueiro Defensivo,0.606,31,84,63,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,28.5,74,29,3.0,16.5,77,66,11,65,96,80,8
31,0.606957,0.452693,0.45502,0.611111,0.460465,0.286901,0.595187,T. Cardona,Fortaleza,Fortaleza,LCB,LCB,4,28,1800000,2026-12-31,16,1526,Argentina,"Argentina, Spain",left,185,79,no,BRA1,Testing,2024,Zagueiro Defensivo,0.595,32,84,61,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,25.0,40,35,9.5,41.0,63,70,52,58,88,51,25
32,0.49913,0.528185,0.532536,0.270833,0.488372,0.398175,0.592593,Murilo,Palmeiras,Palmeiras,LCB,LCB,4,27,10000000,2027-12-31,21,2059,Brazil,Brazil,right,188,78,no,BRA1,Testing,2024,Zagueiro Defensivo,0.593,33,84,60,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,40.0,28,22,65.5,37.0,42,52,66,73,22,55,50
33,0.46087,0.440602,0.612435,0.340278,0.42093,0.562998,0.583662,L. Villalba,Cruzeiro,Cruzeiro,LCB,LCB,4,30,2000000,2025-12-31,19,1109,Argentina,Argentina,left,177,73,yes,BRA1,Testing,2024,Zagueiro Defensivo,0.584,34,84,59,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,47.0,42,14,49.0,47.0,23,44,50,83,41,44,72
34,0.575652,0.574598,0.5901,0.5,0.204651,0.191354,0.582354,Walisson Maia,Criciúma,Criciúma,"LCB, RCB",LCB,4,33,125000,2024-12-31,15,1003,Brazil,Brazil,right,187,81,no,BRA1,Testing,2024,Zagueiro Defensivo,0.582,35,84,58,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,28.5,20,18,22.0,75.0,71,66,76,78,73,10,15
35,0.509565,0.357504,0.389022,0.284722,0.655814,0.335242,0.567295,F. Torres,Corinthians,Corinthians,"RCB, LCB",RCB,4,27,5000000,2027-12-31,20,1771,Ecuador,Ecuador,right,187,78,no,BRA1,Testing,2024,Zagueiro Defensivo,0.567,36,84,57,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,38.0,48,49,61.5,20.5,54,54,42,41,26,75,35
36,0.365217,0.122148,0.59191,0.409722,0.7,0.659198,0.56633,Antônio Carlos,Fluminense,Fluminense,"RCB, LCB",RCB,4,31,1800000,2026-12-31,13,1229,Brazil,Brazil,right,190,79,no,BRA1,Testing,2024,Zagueiro Defensivo,0.566,37,84,55,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,60.0,80,17,36.5,12.0,16,28,4,79,56,85,80
37,0.493913,0.407036,0.31719,0.111111,0.713953,0.376641,0.554215,Rômulo,Atlético Mineiro U23,Atlético Mineiro,"LCB, RCB",LCB,4,20,0,,8,564,Brazil,Brazil,right,182,79,no,BRA1,Testing,2024,Zagueiro Defensivo,0.554,38,84,54,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,42.5,45,62,82.0,9.0,45,49,46,26,2,89,46
38,0.384348,0.392883,0.458882,0.243056,0.497674,0.692491,0.551994,R. Battaglia,Atlético Mineiro,Atlético Mineiro,"CB, LCMF, RCB",CB,4,33,1200000,2025-12-31,21,2048,Argentina,"Argentina, Italy",right,187,78,no,BRA1,Testing,2024,Zagueiro Defensivo,0.552,39,84,53,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,58.0,47,33,69.0,36.0,9,30,44,60,17,57,89
39,0.556522,0.530558,0.408252,0.430556,0.34186,0.26809,0.522614,Marllon,Cuiabá,Cuiabá,"RCB, CB",RCB,4,32,500000,2024-12-31,28,2752,Brazil,Brazil,right,186,75,no,BRA1,Testing,2024,Zagueiro Defensivo,0.523,40,84,52,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,32.0,26,44,30.5,59.0,66,61,69,47,63,29,21
40,0.434783,0.266937,0.309159,0.208333,0.623256,0.790764,0.516688,Fernando,Internacional,Internacional,"LCB, RDMF",LCB,4,37,2000000,2025-12-31,19,1488,Brazil,"Brazil, Portugal",right,183,76,no,BRA1,Testing,2024,Zagueiro Defensivo,0.517,41,84,51,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,50.0,62,63,76.5,24.0,5,40,26,25,8,71,94
41,0.478261,0.277735,0.599633,0.541667,0.411628,0.265195,0.497098,B. Kuščević,Fortaleza,Fortaleza,"RCB, CB",RCB,4,28,1000000,2026-12-31,16,1498,Chile,"Chile, Croatia",right,186,81,yes,BRA1,Testing,2024,Zagueiro Defensivo,0.497,42,84,50,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,45.0,60,15,15.5,49.0,67,46,28,82,81,41,20
42,0.502609,0.433045,0.350207,0.229167,0.474419,0.343259,0.487018,João Victor,Vasco da Gama,Vasco da Gama,"RCB, LCB, RB",RCB,4,26,5000000,2028-12-31,16,1352,Brazil,Brazil,right,187,80,no,BRA1,Testing,2024,Zagueiro Defensivo,0.487,43,84,48,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,39.0,43,57,70.5,39.0,50,53,48,32,16,53,40
43,0.565217,0.475471,0.425163,0.298611,0.295349,0.0,0.486652,E. Brítez,Fortaleza,Fortaleza,"RCB, RB",RCB,4,32,800000,2025-12-31,24,2327,Argentina,Argentina,right,178,75,no,BRA1,Testing,2024,Zagueiro Defensivo,0.487,44,84,47,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,30.0,36,40,57.5,64.0,84,64,57,52,31,23,0
44,0.349565,0.261345,0.504754,0.541667,0.483721,0.678021,0.486588,João Marcelo,Cruzeiro,Cruzeiro,"LCB, RCB",LCB,4,24,1500000,2028-12-31,25,2414,Brazil,Brazil,right,190,84,no,BRA1,Testing,2024,Zagueiro Defensivo,0.487,45,84,46,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,64.0,63,25,15.5,38.0,10,23,25,70,81,54,88
45,0.493913,0.139429,0.194124,0.395833,0.702326,0.431056,0.48479,Thiago Silva,Fluminense,Fluminense,"RCB, LCB",RCB,4,39,1000000,2026-06-30,8,796,Brazil,"Brazil, France",right,181,79,no,BRA1,Testing,2024,Zagueiro Defensivo,0.485,46,84,45,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,42.5,77,77,39.0,11.0,36,49,8,8,53,86,57
46,0.485217,0.536331,0.373535,0.409722,0.255814,0.369707,0.483362,Neris,Vitória,Vitória,RCB,RCB,4,32,600000,2026-12-31,17,1369,Brazil,Brazil,right,190,88,no,BRA1,Testing,2024,Zagueiro Defensivo,0.483,47,84,44,0.497702,0.42104,0.42987,0.39666,0.459164,0.422159,44.0,24,53,36.5,69.5,47,47,71,36,56,17,44
