Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
38,Igor Rabello,Atlético Mineiro,Atlético Mineiro,"RCB, CB",RCB,4,29,2000000,2025-12-31,12,855,Brazil,Brazil,right,190,90,no,8.53,4.105764,3.155643,0.63,6.61,2.948715,12.418035,4.318456,23.052,0.524979,0.21,0.63,3.053224,BRA1,Testing,2024,0.6817083395069212,0.6893767899608081,0.6981103154437532
39,Rodrigo Sam,Juventude,Juventude,"LCB, RCB",LCB,4,29,50000,2025-12-31,12,870,Brazil,Brazil,right,187,86,no,9.83,4.548767999999999,3.41493,0.83,6.29,1.239876,10.037368,2.692548,18.930236,0.724234,0.0,0.41,1.347252,BRA1,Testing,2024,0.6099454945680413,0.5471532672816776,0.5891556725934836
40,Pedro Henrique,Red Bull Bragantino,Red Bull Bragantino,RCB,RCB,4,29,3500000,2026-12-31,19,1799,Brazil,Brazil,right,188,82,no,7.7,3.849825,1.84984,0.4,4.99,4.75035,12.057253,6.757189,15.659072,0.650025,0.35002,0.25,3.849780000000001,BRA1,Testing,2024,0.673824485370801,0.6290075903477366,0.6633581619422816
41,T. Cardona,Fortaleza,Fortaleza,LCB,LCB,4,28,1800000,2026-12-31,16,1526,Argentina,"Argentina, Spain",left,185,79,no,8.79,3.53955,2.534784,0.88,6.08,3.48213,13.742108,6.425216000000001,15.45117,0.41366,0.0,0.94,3.481832,BRA1,Testing,2024,0.6690525553583813,0.6617483319153779,0.6775989376882651
42,Léo Ortiz,Flamengo,Flamengo,"RCB, RDMF, RCMF",RCB,4,28,8000000,2028-12-31,21,1684,Brazil,Brazil,right,185,82,no,6.04,2.7268,1.5486,0.43,4.37,2.833867,14.695122,7.483034,15.287556,0.6932640000000001,0.321845,1.28,7.104359999999999,BRA1,Testing,2024,0.4833190085179115,0.4613821966537802,0.4810099986997388
43,Léo,Vasco da Gama,Vasco da Gama,LCB,LCB,4,28,3000000,2025-12-31,23,2342,Brazil,Brazil,left,183,76,no,7.49,3.344124,1.19024,0.54,5.25,4.191544,13.67856,5.917469,13.830544,0.462176,0.1928610000000001,0.65,3.114418,BRA1,Testing,2024,0.4742480562759642,0.4779611046286417,0.4848327965934605
44,Léo Pereira,Flamengo,Flamengo,"LCB, LB",LCB,4,28,8000000,2027-12-31,24,1962,Brazil,Brazil,left,189,79,no,7.39,2.754472,1.788,0.46,6.56,4.405494,15.32434,7.523000000000001,21.424614,0.8731319999999999,0.410625,1.15,7.156424,BRA1,Testing,2024,0.798777423810358,0.804832216412471,0.816503955680129
45,Fabricio Bruno,Flamengo,Flamengo,RCB,RCB,4,28,6000000,2028-12-31,22,2089,Brazil,Brazil,right,192,90,no,6.03,2.28052,1.291356,0.39,5.67,3.012856999999999,16.627632,7.413552999999999,22.058441,0.433368,0.045,0.43,5.166177,BRA1,Testing,2024,0.4972583245925256,0.5167996188547475,0.5163241111462157
46,B. Kuščević,Fortaleza,Fortaleza,"RCB, CB",RCB,4,28,1000000,2026-12-31,16,1498,Chile,"Chile, Croatia",right,186,81,yes,8.05,2.82734,3.185925,0.78,5.87,2.164435,8.5342,2.585597,15.019872,0.180024,0.0,0.24,2.039904,BRA1,Testing,2024,0.2325295090277874,0.2199150873754042,0.2303695322247953
47,A. Franco,São Paulo,São Paulo,LCB,LCB,4,28,3000000,2025-12-31,20,1783,Argentina,Argentina,right,183,77,no,7.12,2.877273,2.070864,0.45,6.42,2.37228,16.856868,5.603904,24.225888,0.859404,0.2999849999999999,1.21,3.58752,BRA1,Testing,2024,0.6244517945846497,0.6054116664799202,0.62620500383506
48,Sabino,São Paulo,São Paulo,"LCB, LB",LCB,4,28,1000000,2026-12-31,8,721,Brazil,Brazil,left,185,88,no,8.36,4.246472,3.746649,0.37,5.2,3.997175,19.594174,8.366625,17.84649,0.375,0.0,1.62,5.367736,BRA1,Testing,2024,0.7492543130228433,0.7336883435977245,0.7550643964757174
49,F. Torres,Corinthians,Corinthians,"RCB, LCB",RCB,4,27,5000000,2027-12-31,20,1771,Ecuador,Ecuador,right,187,78,no,8.23,3.152058,2.237622,0.41,6.92,1.72746,12.250264,4.36905,16.411687,0.456984,0.3074999999999999,0.61,3.148632,BRA1,Testing,2024,0.5227235759787203,0.5432111650963263,0.542738027231934
50,Lucas Cunha,Red Bull Bragantino,Red Bull Bragantino,"LCB, RCB, CB",LCB,4,27,2500000,2026-12-31,8,584,Brazil,"Brazil, Portugal",right,186,77,no,8.32,3.543683999999999,1.848,0.92,5.77,2.463846,7.860375,2.774529,13.408129,0.62,0.15,0.31,2.46679,BRA1,Testing,2024,0.2069335850261272,0.2579976272100453,0.236727295962902
51,Lyanco,Atlético Mineiro,Atlético Mineiro,"LCB, RCB, CB",LCB,4,27,3000000,2028-12-31,8,611,Brazil,"Brazil, Serbia",right,187,83,no,9.72,4.270186,2.36,0.59,7.61,3.390635999999999,12.375696,6.331681,22.099924,0.5899409999999999,0.44,1.77,4.710786,BRA1,Testing,2024,1.0,0.9123556842155973,0.9737070304793408
52,Zé Ivaldo,Cruzeiro,Cruzeiro,RCB,RCB,4,27,3500000,2026-12-31,24,2344,Brazil,Brazil,right,185,78,no,7.22,3.1488,2.264808,0.5,5.36,4.069205,15.01578,6.755957,16.476372,1.11159,0.3857220000000001,1.42,4.223096,BRA1,Testing,2024,0.6164318000397712,0.6202529623424943,0.6296781804542841
53,Kanu,Bahia,Bahia,LCB,LCB,4,27,3500000,2027-12-31,24,2402,Brazil,Brazil,right,186,80,no,7.19,2.580129,1.761648,0.51,5.87,1.761964,17.28384,4.3364,27.367216,1.09736,0.2,0.94,2.662725,BRA1,Testing,2024,0.3605933078198806,0.3499798442325827,0.3617998887624014
54,Murilo,Palmeiras,Palmeiras,LCB,LCB,4,27,10000000,2027-12-31,21,2059,Brazil,Brazil,right,188,78,no,8.17,3.846859,2.88381,0.39,6.2,2.446825,12.938784,5.423999999999999,17.662148,0.7410300000000001,0.348554,1.53,4.459556,BRA1,Testing,2024,0.7259151065361706,0.689437666720629,0.7206499069726445
55,Adriano Martins,Atlético GO,Atlético GO,RCB,RCB,4,27,500000,2024-12-31,28,2805,Brazil,Brazil,right,193,87,no,8.15,2.886811,2.08833,0.64,6.55,2.98299,12.96032,6.702644,13.442316,0.6090920000000001,0.288,0.64,4.398709999999999,BRA1,Testing,2024,0.670303571775332,0.664946131583062,0.6798641248261355
