Unnamed: 0,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Passes_Inteligentes_Certos,Passes_EntreLinhas_Certos,Passes_Chave,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,xA_LM,Assistência_Finalização_LM,Passes_Inteligentes_Certos_LM,Passes_EntreLinhas_Certos_LM,Passes_Chave_LM,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_Inteligentes_Certos_Rank,Passes_EntreLinhas_Certos_Rank,Passes_Chave_Rank,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_Inteligentes_Certos_Percentil,Passes_EntreLinhas_Certos_Percentil,Passes_Chave_Percentil
39,0.267564,0.210363,0.151578,0.490174,0.417668,0.230769,0.5477,0.125011,0.193548,0.409836,0.260391,0.16665,0.15,0.431107,Marcelinho,Juventude,Juventude,"LAMF, RW",LAMF,10,21,400000,2024-12-31,16,909,Brazil,Brazil,right,165,69,yes,BRA1,Testing,2024,Extremo Organizador,0.431,40,58,31,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,24.0,44,49,20,28,45.0,20,48.0,38.0,31.5,28.0,32.0,40.5,58,24,15,65,51,22,65,17,34,45,51,44,30
40,0.067994,0.44979,0.252544,0.325941,0.42436,0.589744,0.898282,0.461555,0.322581,0.47541,0.722656,0.4625,0.22,0.427271,A. Canobbio,Athletico Paranaense,Athletico Paranaense,"LAMF, LW, CF",LAMF,10,25,5000000,2026-12-31,14,969,Uruguay,"Uruguay, Italy",right,175,69,no,BRA1,Testing,2024,Extremo Organizador,0.427,41,58,29,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,48.0,21,39,42,26,7.0,2,10.5,24.0,26.0,5.0,16.0,32.0,17,63,32,27,55,87,96,81,58,55,91,72,44
41,0.205963,0.064617,0.114399,0.553124,0.471906,0.282051,0.479443,0.342873,0.290323,0.202186,0.0,0.0,0.01,0.425401,Breno Lopes,Fortaleza,Fortaleza,"LAMF, LW",LAMF,10,28,1800000,2024-12-31,22,1637,Brazil,Brazil,right,178,72,yes,BRA1,Testing,2024,Extremo Organizador,0.425,42,58,27,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,36.0,53,54,15,22,35.5,27,22.5,27.5,48.0,51.5,52.5,56.5,37,8,6,74,62,38,53,61,52,17,11,9,2
42,0.262307,0.408736,0.397407,0.301379,0.220779,0.384615,0.53337,0.352954,0.193548,0.409836,0.0,0.258333,0.01,0.423262,Osvaldo,Vitória,Vitória,"LW, LWF",LW,10,37,175000,2024-12-31,19,1156,Brazil,Brazil,right,169,62,no,BRA1,Testing,2024,Extremo Organizador,0.423,43,58,25,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,27.0,24,18,46,45,25.0,21,21.0,38.0,31.5,51.5,25.0,56.5,53,58,68,20,22,56,63,63,34,45,11,56,2
43,0.108383,0.202351,0.126824,0.445668,0.550815,0.641026,0.842389,0.191492,0.193548,0.10929,0.169271,0.0,0.32,0.416335,Julimar,Athletico Paranaense,Athletico Paranaense,"LAMF, LW, RAMF",LAMF,10,23,400000,2026-12-31,23,1343,Brazil,Brazil,right,182,82,no,BRA1,Testing,2024,Extremo Organizador,0.416,44,58,24,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,43.0,45,53,25,17,5.5,4,42.0,38.0,53.0,37.5,52.5,23.0,25,22,8,56,70,90,93,27,34,8,35,9,60
44,0.056773,0.222283,0.255513,0.370935,0.480793,0.307692,0.239071,0.230762,0.387097,0.459016,0.0,0.0,0.49,0.406135,Wanderson,Internacional,Internacional,"LAMF, LW",LAMF,10,29,8000000,2025-12-31,12,838,Brazil,"Brazil, Belgium",right,176,74,no,BRA1,Testing,2024,Extremo Organizador,0.406,45,58,22,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,50.0,41,38,34,21,32.0,44,32.0,19.0,28.0,51.5,52.5,10.0,13,29,34,41,63,44,24,44,67,51,11,9,82
45,0.272812,0.235194,0.261471,0.359392,0.466189,0.358974,0.386944,0.444454,0.129032,0.142077,0.0,0.0,0.0,0.38992,Clayson,Cuiabá,Cuiabá,"LW, LAMF, LWF",LW,10,29,1000000,2025-12-31,20,1191,Brazil,Brazil,right,166,63,no,BRA1,Testing,2024,Extremo Organizador,0.39,46,58,20,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,21.0,38,35,37,23,27.5,33,13.5,46.5,52.0,51.5,52.5,58.0,63,34,39,36,60,52,43,76,19,10,11,9,0
46,0.043589,0.064605,0.020154,0.53142,0.428731,0.282051,0.181114,0.399994,0.290323,0.20765,0.234352,0.149985,0.21,0.38111,Derik Lacerda,Cuiabá,Cuiabá,"LW, CF, RW",LW,10,24,500000,2028-12-31,17,996,Brazil,Brazil,right,191,78,no,BRA1,Testing,2024,Extremo Organizador,0.381,47,58,18,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,53.5,54,57,17,25,35.5,50,17.5,27.5,47.0,33.0,37.0,33.0,7,6,1,70,56,38,13,69,52,18,43,36,43
47,0.050914,0.238227,0.266293,0.401879,0.281243,0.205128,0.187319,0.300003,0.096774,0.262295,0.190953,0.12221,0.15,0.363687,Jonathan Cafú,Cuiabá,Cuiabá,"RW, RAMF, RWF",RW,10,33,300000,2024-12-31,19,1209,Brazil,"Brazil, Bulgaria",right,175,68,no,BRA1,Testing,2024,Extremo Organizador,0.364,48,58,17,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,51.0,37,34,29,38,49.0,49,25.5,50.0,42.0,36.0,39.0,40.5,12,36,41,50,34,15,15,56,13,27,37,32,30
48,0.268873,0.158176,0.224289,0.312716,0.253256,0.435897,0.507754,0.214292,0.322581,0.306011,0.0,0.0,0.3,0.311935,Rayan,Vasco da Gama,Vasco da Gama,"RAMF, RW, RWF",RAMF,10,18,0,,15,603,Brazil,Brazil,left,185,75,no,BRA1,Testing,2024,Extremo Organizador,0.312,49,58,15,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,23.0,46,43,43,40,18.5,24,36.0,24.0,39.0,51.5,52.5,25.0,60,20,25,25,31,68,58,37,58,32,11,9,56
49,0.188607,0.225603,0.215949,0.347858,0.277089,0.512821,0.464661,0.418594,0.0,0.218579,0.109375,0.0,0.14,0.311634,Luiz Fernando,Atlético GO,Atlético GO,"LWF, LW, LAMF",LWF,11,27,1500000,2024-12-31,23,2194,Brazil,Brazil,right,178,65,no,BRA1,Testing,2024,Extremo Organizador,0.312,50,58,13,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,38.0,40,45,38,39,10.5,28,15.0,57.5,44.5,44.0,52.5,43.0,34,31,22,34,32,81,51,74,0,23,24,9,25
50,0.014293,0.068207,0.247954,0.254889,0.313678,0.410256,0.0,0.375004,0.580645,0.63388,0.0,0.0,0.15,0.292544,Gustavo Silva,Vitória,Vitória,"RAMF, RWF",RAMF,10,27,1500000,2026-12-31,12,600,Brazil,Brazil,right,168,63,no,BRA1,Testing,2024,Extremo Organizador,0.293,51,58,12,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,56.0,52,40,47,35,22.5,58,19.0,8.5,13.0,51.5,52.5,40.5,3,10,31,18,39,61,0,67,85,77,11,9,30
51,0.458656,0.229724,0.260065,0.252857,0.207798,0.282051,0.217447,0.399994,0.064516,0.174863,0.130208,0.083358,0.25,0.270742,Lucas Barbosa,Juventude,Juventude,"RAMF, RW",RAMF,10,23,2000000,2026-07-31,22,1779,Brazil,Brazil,left,194,84,yes,BRA1,Testing,2024,Extremo Organizador,0.271,52,58,10,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,9.0,39,36,48,47,35.5,46,17.5,53.5,50.0,42.5,44.0,28.0,84,32,37,17,18,38,20,69,7,13,26,24,51
52,0.101668,0.085716,0.132056,0.331647,0.230611,0.25641,0.161747,0.444454,0.225806,0.338798,0.590307,0.380933,0.36,0.246971,David,Vasco da Gama,Vasco da Gama,"LAMF, LW, LWF",LAMF,10,28,2000000,2025-12-31,20,1587,Brazil,Brazil,right,180,71,yes,BRA1,Testing,2024,Extremo Organizador,0.247,53,58,8,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,44.0,48,51,41,44,40.0,54,13.5,32.5,37.0,10.0,19.0,20.0,24,17,12,29,24,31,6,76,43,36,82,67,65
53,0.266022,0.66557,0.306408,0.103558,0.045266,0.153846,0.374639,0.0,0.129032,0.191257,0.0,0.325,0.34,0.246068,Rodrigo Nestor,São Paulo,São Paulo,"LAMF, LCMF, LW",LAMF,10,24,9000000,2028-06-30,18,913,Brazil,Brazil,right,175,65,no,BRA1,Testing,2024,Extremo Organizador,0.246,54,58,6,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,25.0,12,28,54,56,54.5,36,54.0,46.5,49.0,51.5,20.0,21.0,56,79,51,6,3,6,37,6,19,15,11,65,63
54,0.301389,0.336271,0.280336,0.200151,0.142707,0.333333,0.180508,0.200012,0.129032,0.076503,0.15625,0.09999,0.09,0.243982,Yago Pikachu,Fortaleza,Fortaleza,"RAMF, RW",RAMF,10,32,1200000,2025-12-31,22,1492,Brazil,Brazil,right,169,63,no,BRA1,Testing,2024,Extremo Organizador,0.244,55,58,5,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,18.0,33,32,52,52,29.5,51,39.5,46.5,55.0,39.0,41.0,49.5,68,43,44,10,10,49,12,31,19,5,32,29,14
55,0.043589,0.022065,0.152339,0.383479,0.319176,0.564103,0.570473,0.500015,0.064516,0.0,0.0,0.0,0.12,0.237333,Bruno Henrique,Flamengo,Flamengo,"LAMF, LW",LAMF,10,33,1800000,2026-12-31,17,1318,Brazil,Brazil,right,184,77,no,BRA1,Testing,2024,Extremo Organizador,0.237,56,58,3,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,53.5,56,48,33,34,8.0,18,8.5,53.5,58.0,51.5,52.5,46.5,7,3,17,43,41,86,68,85,7,0,11,9,19
56,0.097168,0.211161,0.0,0.200566,0.208538,0.282051,0.453994,0.360004,0.193548,0.054645,0.0,0.083333,0.09,0.100821,Erick Farias,Juventude,Juventude,"LW, CF, LAMF",LW,10,27,1300000,2026-12-31,25,1839,Brazil,Brazil,right,174,79,no,BRA1,Testing,2024,Extremo Organizador,0.101,57,58,1,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,45.0,42,58,51,46,35.5,29,20.0,38.0,56.0,51.5,45.5,49.5,22,27,0,12,20,38,50,65,34,3,11,21,14
57,0.0,0.0,0.062716,0.0,0.037034,0.74359,0.418599,1.0,0.129032,0.213115,0.234375,0.15,0.03,0.0,Gabriel Veron,Cruzeiro,Cruzeiro,"RWF, AMF",RWF,11,21,7000000,2027-06-30,16,981,Brazil,Brazil,right,176,75,yes,BRA1,Testing,2024,Extremo Organizador,0.0,58,58,0,0.272661,0.394296,0.331651,0.433913,0.41535,0.367374,0.449828,0.291655,0.313682,0.444413,0.301567,0.273016,0.308448,58.0,58,56,58,57,3.0,32,1.0,46.5,46.0,31.5,36.0,55.0,0,0,3,0,1,94,44,98,19,20,45,37,5
